Customer_ID,Subscription,Monthly_Fee,Spending_Category,Monthly_Spending,Cancel_Probability
CUSTS-9231,Apple Music,19.33,Utilities,164.61,0.1
CUSTS-2252,Apple Music,14.44,Entertainment,112.03,0.15
CUSTS-5734,PlayStation Plus,13.6,Shopping,379.98,0.8
CUSTS-6231,Apple Music,11.63,Utilities,487.85,0.62
CUSTS-9902,Spotify,21.27,Food,166.12,0.02
CUSTS-9700,Spotify,22.15,Healthcare,315.7,0.81
CUSTS-3673,Hulu,14.77,Entertainment,56.98,0.55
CUSTS-4151,Apple Music,17.15,Healthcare,101.75,0.09
CUSTS-5980,Netflix,23.56,Shopping,192.05,0.67
CUSTS-7674,Adobe Creative Cloud,19.94,Entertainment,151.32,0.6
CUSTS-8491,Hulu,17.8,Utilities,259.87,0.95
CUSTS-2749,Spotify,22.9,Food,63.65,0.91
CUSTS-3626,Netflix,19.9,Food,131.93,0.09
CUSTS-3761,Apple Music,7.15,Education,253.89,0.08
CUSTS-9468,Apple Music,12.59,Utilities,179.79,0.88
CUSTS-5069,Apple Music,26.79,Food,217.85,0.73
CUSTS-4921,Amazon Prime,20.25,Education,258.19,0.18
CUSTS-7836,Spotify,22.65,Shopping,170.52,0.64
CUSTS-4864,Amazon Prime,12.61,Utilities,301.4,0.96
CUSTS-9995,Hulu,19.71,Education,276.61,0.53
CUSTS-8365,Apple Music,29.15,Travel,63.81,0.07
CUSTS-1799,Apple Music,21.14,Travel,222.42,0.81
CUSTS-5225,Netflix,17.27,Travel,154.64,0.81
CUSTS-6346,Netflix,23.39,Entertainment,489.78,0.22
CUSTS-5718,Spotify,21.15,Entertainment,468.36,0.51
CUSTS-4731,Adobe Creative Cloud,29.14,Healthcare,471.68,0.75
CUSTS-6185,Amazon Prime,12.53,Shopping,235.6,0.31
CUSTS-1903,Amazon Prime,8.59,Education,172.39,0.78
CUSTS-8567,Adobe Creative Cloud,13.89,Healthcare,115.59,0.15
CUSTS-8247,Hulu,17.33,Utilities,459.12,0.08
CUSTS-3204,Apple Music,17.23,Food,59.92,0.69
CUSTS-2607,Netflix,25.84,Food,225.32,0.44
CUSTS-5754,Hulu,24.56,Food,69.83,0.72
CUSTS-1300,Apple Music,14.19,Travel,72.86,0.76
CUSTS-1305,Apple Music,11.17,Shopping,78.13,0.13
CUSTS-8900,Adobe Creative Cloud,24.41,Food,250.21,0.02
CUSTS-8824,Disney+,12.75,Utilities,229.34,0.66
CUSTS-5762,PlayStation Plus,19.03,Healthcare,83.14,0.87
CUSTS-1799,PlayStation Plus,7.58,Utilities,363.17,0.5
CUSTS-9278,Amazon Prime,24.31,Food,325.69,0.33
CUSTS-6981,Apple Music,18.4,Travel,430.93,0.14
CUSTS-4672,Adobe Creative Cloud,6.24,Education,61.75,0.8
CUSTS-1473,Apple Music,23.05,Education,450.16,0.91
CUSTS-9504,Spotify,14.69,Shopping,490.16,0.27
CUSTS-1941,Spotify,15.89,Food,258.11,0.21
CUSTS-3600,Hulu,20.18,Shopping,60.3,0.6
CUSTS-1440,PlayStation Plus,26.25,Healthcare,230.19,0.44
CUSTS-8775,Disney+,22.12,Entertainment,408.61,0.11
CUSTS-1757,Hulu,5.6,Travel,389.8,0.08
CUSTS-5390,Netflix,11.89,Education,215.69,0.87
CUSTS-2553,Adobe Creative Cloud,6.19,Education,295.75,0.61
CUSTS-5758,Spotify,7.73,Healthcare,59.09,0.4
CUSTS-6454,Adobe Creative Cloud,28.99,Utilities,311.46,0.82
CUSTS-8676,Amazon Prime,27.49,Healthcare,217.57,0.5
CUSTS-6303,PlayStation Plus,14.31,Utilities,64.03,0.95
CUSTS-1174,Netflix,18.29,Travel,97.71,0.5
CUSTS-8266,Disney+,6.99,Entertainment,69.23,0.55
CUSTS-1772,Apple Music,24.91,Utilities,111.0,0.43
CUSTS-1849,Amazon Prime,29.01,Shopping,182.96,0.7
CUSTS-8395,Adobe Creative Cloud,19.09,Utilities,234.07,0.26
CUSTS-8654,Spotify,13.91,Entertainment,267.21,0.96
CUSTS-4173,Hulu,17.22,Healthcare,468.71,0.39
CUSTS-5723,Apple Music,24.25,Shopping,202.07,0.72
CUSTS-7815,Hulu,13.76,Education,498.4,0.12
CUSTS-5202,Hulu,7.42,Shopping,374.13,0.74
CUSTS-5464,Hulu,5.22,Education,197.49,0.82
CUSTS-8119,Spotify,7.22,Healthcare,472.95,0.96
CUSTS-2978,Amazon Prime,6.03,Entertainment,150.23,0.2
CUSTS-7756,Apple Music,29.75,Healthcare,274.07,0.76
CUSTS-4717,Apple Music,27.03,Entertainment,430.93,0.87
CUSTS-2300,Apple Music,15.99,Shopping,370.83,0.87
CUSTS-3092,Netflix,10.17,Food,168.91,0.41
CUSTS-3916,Amazon Prime,9.5,Healthcare,337.85,0.68
CUSTS-4651,Adobe Creative Cloud,7.14,Food,245.05,0.97
CUSTS-2788,Spotify,27.33,Food,326.68,0.38
CUSTS-5610,Amazon Prime,29.47,Entertainment,247.74,0.89
CUSTS-9114,Hulu,23.45,Shopping,376.76,0.82
CUSTS-6953,Netflix,11.78,Shopping,160.58,0.71
CUSTS-2743,Netflix,13.54,Utilities,131.78,0.66
CUSTS-7094,Apple Music,11.41,Healthcare,249.16,1.0
CUSTS-7030,Adobe Creative Cloud,6.69,Education,183.99,0.27
CUSTS-3419,Hulu,18.28,Shopping,281.15,0.28
CUSTS-5564,Spotify,15.27,Education,177.87,0.6
CUSTS-7679,Amazon Prime,13.31,Food,431.91,0.14
CUSTS-3685,Hulu,10.95,Education,339.31,0.11
CUSTS-7851,Hulu,22.86,Healthcare,261.96,0.19
CUSTS-9470,Disney+,16.85,Entertainment,320.55,0.22
CUSTS-1486,Apple Music,25.15,Travel,384.02,0.47
CUSTS-1167,Hulu,29.75,Entertainment,131.79,0.74
CUSTS-5684,Hulu,11.43,Education,234.43,0.9
CUSTS-4494,PlayStation Plus,29.41,Food,300.01,0.99
CUSTS-3739,Adobe Creative Cloud,16.46,Utilities,55.36,0.75
CUSTS-4636,Netflix,18.09,Education,158.58,0.47
CUSTS-8236,Spotify,7.15,Healthcare,161.79,0.05
CUSTS-6520,Hulu,26.8,Food,154.7,0.67
CUSTS-9453,Spotify,23.06,Education,380.39,0.66
CUSTS-3137,Hulu,18.96,Travel,237.37,0.5
CUSTS-9094,Hulu,9.97,Food,208.29,0.15
CUSTS-9787,Spotify,13.01,Travel,233.74,0.64
CUSTS-9065,Netflix,16.71,Utilities,391.25,0.16
CUSTS-3589,Disney+,18.71,Education,396.13,0.72
CUSTS-4461,Amazon Prime,29.16,Education,494.02,0.74
CUSTS-3468,Adobe Creative Cloud,19.66,Entertainment,422.73,0.27
CUSTS-5899,PlayStation Plus,22.75,Utilities,308.29,0.9
CUSTS-8858,Apple Music,6.44,Healthcare,228.77,0.71
CUSTS-5765,Disney+,10.18,Travel,356.25,0.08
CUSTS-6908,Adobe Creative Cloud,5.59,Shopping,374.86,0.34
CUSTS-2938,Netflix,19.9,Education,407.3,0.32
CUSTS-8517,Hulu,18.01,Shopping,377.32,0.98
CUSTS-3742,PlayStation Plus,18.15,Healthcare,54.24,0.3
CUSTS-4591,Adobe Creative Cloud,28.97,Entertainment,66.31,0.16
CUSTS-1885,Apple Music,26.4,Utilities,77.93,0.63
CUSTS-5958,Adobe Creative Cloud,9.57,Travel,86.63,0.37
CUSTS-6907,Spotify,10.74,Food,275.48,0.62
CUSTS-7202,Adobe Creative Cloud,17.73,Education,219.44,0.44
CUSTS-5429,PlayStation Plus,6.41,Food,283.47,0.08
CUSTS-6599,Netflix,20.26,Utilities,358.89,0.87
CUSTS-9117,Adobe Creative Cloud,27.91,Travel,200.61,0.2
CUSTS-1987,PlayStation Plus,29.52,Food,426.63,0.68
CUSTS-9450,Netflix,14.07,Travel,263.24,0.32
CUSTS-8404,PlayStation Plus,10.36,Healthcare,161.45,0.47
CUSTS-1773,Adobe Creative Cloud,16.61,Shopping,433.3,0.52
CUSTS-6876,Disney+,6.71,Healthcare,264.24,0.77
CUSTS-3072,PlayStation Plus,12.65,Shopping,239.13,0.41
CUSTS-8423,Amazon Prime,12.94,Shopping,450.92,0.44
CUSTS-6315,Amazon Prime,12.46,Food,146.32,0.56
CUSTS-7562,PlayStation Plus,16.65,Education,110.97,0.1
CUSTS-5483,Disney+,16.04,Utilities,140.92,0.04
CUSTS-1344,Adobe Creative Cloud,14.21,Healthcare,189.08,0.26
CUSTS-7196,PlayStation Plus,20.35,Food,326.43,0.88
CUSTS-6944,Adobe Creative Cloud,23.96,Entertainment,306.49,0.15
CUSTS-7238,Amazon Prime,29.91,Entertainment,69.02,0.44
CUSTS-7417,Amazon Prime,23.43,Utilities,67.08,0.97
CUSTS-8733,Spotify,27.53,Utilities,462.52,0.39
CUSTS-4588,PlayStation Plus,20.07,Healthcare,137.85,0.97
CUSTS-7626,Netflix,22.22,Utilities,189.78,1.0
CUSTS-9881,Spotify,17.91,Entertainment,271.04,0.94
CUSTS-1782,Apple Music,6.28,Healthcare,208.31,0.75
CUSTS-9640,Amazon Prime,18.14,Travel,82.33,0.64
CUSTS-9179,Apple Music,8.7,Utilities,232.82,0.94
CUSTS-4393,Spotify,11.26,Shopping,80.48,0.22
CUSTS-1276,Hulu,27.75,Healthcare,249.15,0.49
CUSTS-7367,Disney+,15.89,Travel,379.7,0.15
CUSTS-4922,Adobe Creative Cloud,18.05,Food,90.19,0.87
CUSTS-4959,Hulu,9.74,Travel,234.36,0.65
CUSTS-9433,PlayStation Plus,12.81,Utilities,425.68,0.12
CUSTS-5078,Netflix,22.93,Travel,236.48,0.43
CUSTS-2308,Apple Music,11.06,Shopping,484.5,0.53
CUSTS-5786,Disney+,25.85,Travel,280.01,0.09
CUSTS-7068,Hulu,29.56,Entertainment,81.17,0.54
CUSTS-1734,PlayStation Plus,11.38,Utilities,100.62,0.87
CUSTS-3715,Amazon Prime,24.84,Food,219.66,0.1
CUSTS-8700,Amazon Prime,13.15,Entertainment,373.0,0.37
CUSTS-2034,Hulu,17.49,Utilities,94.81,0.96
CUSTS-4869,Apple Music,15.48,Food,88.6,0.42
CUSTS-7080,Disney+,20.32,Education,169.5,0.21
CUSTS-3215,PlayStation Plus,15.14,Entertainment,80.4,0.84
CUSTS-5979,Disney+,12.05,Food,403.48,0.17
CUSTS-5540,Spotify,22.92,Education,350.59,0.6
CUSTS-1535,Netflix,15.2,Shopping,291.23,0.3
CUSTS-6979,Spotify,6.29,Entertainment,425.14,0.07
CUSTS-7491,Amazon Prime,29.65,Food,95.63,0.76
CUSTS-4662,Spotify,9.66,Healthcare,279.87,0.78
CUSTS-1374,Apple Music,22.36,Food,265.98,0.45
CUSTS-5987,Adobe Creative Cloud,27.71,Entertainment,405.11,0.34
CUSTS-2082,Adobe Creative Cloud,12.42,Shopping,371.88,0.82
CUSTS-5966,Spotify,9.44,Travel,471.03,0.13
CUSTS-2870,Hulu,7.52,Education,282.52,0.39
CUSTS-3765,Netflix,9.55,Travel,191.37,0.71
CUSTS-9484,Apple Music,26.19,Healthcare,137.33,0.12
CUSTS-8074,Netflix,13.58,Utilities,235.08,0.13
CUSTS-7610,Apple Music,27.75,Food,352.6,0.74
CUSTS-7434,Netflix,6.48,Entertainment,368.56,0.91
CUSTS-7422,Adobe Creative Cloud,19.71,Food,239.77,0.29
CUSTS-8015,Spotify,13.45,Education,290.24,0.88
CUSTS-3470,Adobe Creative Cloud,24.57,Shopping,92.63,0.98
CUSTS-7151,Netflix,29.69,Shopping,282.31,0.85
CUSTS-4453,Spotify,18.62,Healthcare,198.75,0.23
CUSTS-2392,Netflix,29.71,Education,232.12,0.34
CUSTS-6423,Netflix,14.34,Utilities,430.73,0.67
CUSTS-5544,Amazon Prime,18.9,Shopping,137.62,0.22
CUSTS-3086,Disney+,21.11,Education,70.99,0.39
CUSTS-6925,Apple Music,11.73,Education,191.86,0.69
CUSTS-6595,Disney+,16.44,Travel,439.18,0.35
CUSTS-5165,Disney+,7.06,Shopping,304.64,0.08
CUSTS-6627,Hulu,15.3,Travel,315.56,0.58
CUSTS-1494,Spotify,15.82,Entertainment,246.43,0.28
CUSTS-2185,Amazon Prime,13.81,Utilities,327.38,0.55
CUSTS-1071,Amazon Prime,29.36,Education,454.66,0.66
CUSTS-6773,Disney+,13.0,Entertainment,174.75,0.64
CUSTS-3360,Netflix,9.86,Healthcare,146.67,0.78
CUSTS-6777,Apple Music,25.35,Travel,308.65,0.85
CUSTS-2376,Amazon Prime,14.5,Healthcare,127.78,0.47
CUSTS-9925,Amazon Prime,28.88,Healthcare,406.04,0.4
CUSTS-2352,Netflix,23.42,Entertainment,142.49,0.18
CUSTS-9383,Amazon Prime,24.65,Utilities,154.29,0.96
CUSTS-9123,Amazon Prime,10.09,Travel,329.36,0.49
CUSTS-3795,PlayStation Plus,22.82,Utilities,414.11,0.03
CUSTS-8925,Hulu,6.82,Shopping,410.92,0.21
CUSTS-2028,Spotify,24.86,Utilities,84.15,0.52
CUSTS-1928,PlayStation Plus,10.65,Utilities,165.47,0.22
CUSTS-5529,Apple Music,5.33,Entertainment,118.9,0.61
CUSTS-9578,Spotify,20.74,Utilities,122.81,0.55
CUSTS-2896,Disney+,23.0,Food,241.68,0.04
CUSTS-3906,Adobe Creative Cloud,28.22,Travel,410.08,0.24
CUSTS-6485,Apple Music,14.75,Education,287.87,0.46
CUSTS-1982,Netflix,5.96,Education,213.1,0.76
CUSTS-9976,Apple Music,22.86,Travel,340.81,0.43
CUSTS-6944,Amazon Prime,9.58,Education,427.64,0.33
CUSTS-7993,Disney+,20.03,Travel,435.46,0.71
CUSTS-7483,Hulu,23.22,Entertainment,178.96,0.1
CUSTS-9532,PlayStation Plus,23.56,Healthcare,72.65,0.54
CUSTS-7232,Disney+,7.45,Healthcare,338.69,0.04
CUSTS-4946,PlayStation Plus,25.65,Travel,288.66,0.73
CUSTS-9260,Hulu,5.7,Food,373.06,0.59
CUSTS-1675,Disney+,11.25,Education,343.57,0.66
CUSTS-6586,Adobe Creative Cloud,7.29,Utilities,158.15,0.93
CUSTS-6851,Netflix,18.54,Healthcare,285.98,0.11
CUSTS-9710,Netflix,18.71,Healthcare,441.06,0.76
CUSTS-6551,Spotify,27.12,Shopping,329.89,0.81
CUSTS-7296,Spotify,7.35,Shopping,414.73,0.37
CUSTS-2515,Disney+,20.27,Utilities,358.39,0.51
CUSTS-4019,Apple Music,13.43,Healthcare,188.56,0.24
CUSTS-4044,PlayStation Plus,28.91,Shopping,497.22,0.74
CUSTS-2665,Spotify,6.44,Utilities,289.8,0.62
CUSTS-3997,Apple Music,5.24,Utilities,390.27,0.34
CUSTS-5710,Apple Music,27.48,Education,353.45,0.18
CUSTS-7437,Spotify,6.46,Utilities,52.08,0.39
CUSTS-8517,Disney+,23.13,Utilities,273.07,0.76
CUSTS-2712,Netflix,20.94,Food,287.7,0.27
CUSTS-6331,Apple Music,29.16,Utilities,119.1,0.2
CUSTS-2353,Apple Music,22.34,Entertainment,208.44,0.47
CUSTS-8807,Apple Music,18.09,Shopping,469.0,0.95
CUSTS-1857,Spotify,27.35,Education,296.93,0.04
CUSTS-3079,Hulu,5.52,Healthcare,258.9,0.33
CUSTS-1185,Adobe Creative Cloud,28.93,Utilities,199.2,0.26
CUSTS-9249,Adobe Creative Cloud,5.03,Utilities,51.56,0.48
CUSTS-5128,Disney+,7.36,Education,348.63,0.5
CUSTS-5888,Netflix,20.09,Education,59.81,0.19
CUSTS-9740,Netflix,7.96,Shopping,376.3,0.43
CUSTS-6290,Disney+,23.63,Food,57.91,0.86
CUSTS-7160,Apple Music,25.91,Utilities,394.94,0.28
CUSTS-9287,Adobe Creative Cloud,24.93,Education,217.5,0.75
CUSTS-3299,Disney+,14.84,Education,496.8,0.68
CUSTS-5754,Apple Music,15.29,Shopping,271.93,0.46
CUSTS-3405,Apple Music,5.12,Utilities,337.97,0.13
CUSTS-6851,Netflix,10.18,Travel,381.54,0.61
CUSTS-9723,PlayStation Plus,27.57,Entertainment,472.96,0.87
CUSTS-8176,PlayStation Plus,26.53,Food,368.38,0.04
CUSTS-2653,Hulu,25.6,Entertainment,283.69,0.12
CUSTS-9376,Apple Music,28.42,Shopping,339.61,0.62
CUSTS-2493,Hulu,20.52,Shopping,254.49,0.35
CUSTS-3187,Amazon Prime,12.1,Food,331.3,0.79
CUSTS-4221,Amazon Prime,7.15,Travel,321.42,1.0
CUSTS-8603,Apple Music,28.65,Food,249.04,0.62
CUSTS-7137,Netflix,15.75,Healthcare,341.38,0.32
CUSTS-5424,Adobe Creative Cloud,24.57,Utilities,487.94,0.73
CUSTS-7676,Apple Music,21.44,Shopping,189.49,0.05
CUSTS-5167,Hulu,26.66,Healthcare,373.11,0.59
CUSTS-6850,Adobe Creative Cloud,26.44,Utilities,349.34,0.3
CUSTS-9720,Adobe Creative Cloud,7.53,Travel,96.49,0.81
CUSTS-8738,Amazon Prime,17.15,Travel,452.63,0.35
CUSTS-3568,Amazon Prime,11.08,Entertainment,421.06,0.45
CUSTS-7128,Disney+,19.35,Shopping,393.64,0.04
CUSTS-3668,Spotify,6.91,Utilities,185.33,0.25
CUSTS-2456,Spotify,7.89,Education,407.01,0.5
CUSTS-8444,Hulu,6.16,Utilities,306.36,0.1
CUSTS-4047,Hulu,8.59,Food,354.17,0.35
CUSTS-9727,PlayStation Plus,15.69,Education,410.48,0.12
CUSTS-8552,Adobe Creative Cloud,25.61,Entertainment,202.83,0.0
CUSTS-5598,PlayStation Plus,24.03,Healthcare,199.34,0.57
CUSTS-6900,Amazon Prime,22.14,Travel,270.63,0.96
CUSTS-6617,Hulu,9.12,Education,325.81,0.68
CUSTS-1223,Adobe Creative Cloud,20.07,Entertainment,461.73,0.42
CUSTS-2760,Netflix,24.84,Utilities,354.02,0.19
CUSTS-8389,Netflix,13.61,Shopping,399.02,0.71
CUSTS-9626,PlayStation Plus,14.02,Travel,68.8,0.97
CUSTS-6650,Spotify,15.71,Entertainment,374.24,0.1
CUSTS-8390,Apple Music,14.79,Food,220.02,0.92
CUSTS-2953,Netflix,19.16,Travel,403.5,0.42
CUSTS-9879,Hulu,19.37,Education,466.7,0.75
CUSTS-9273,Spotify,18.14,Healthcare,322.34,0.21
CUSTS-1065,Disney+,15.29,Entertainment,467.27,0.73
CUSTS-3692,Spotify,15.05,Shopping,377.67,0.74
CUSTS-4283,PlayStation Plus,19.85,Healthcare,303.61,0.84
CUSTS-2781,Amazon Prime,6.7,Education,106.82,0.56
CUSTS-7507,Spotify,24.74,Travel,318.06,0.69
CUSTS-6144,Adobe Creative Cloud,29.89,Food,218.77,0.42
CUSTS-4122,Disney+,6.32,Utilities,417.86,0.51
CUSTS-8066,Spotify,19.71,Food,179.22,0.1
CUSTS-6405,Apple Music,6.96,Food,329.36,0.89
CUSTS-1021,Netflix,21.5,Food,187.56,0.62
CUSTS-9140,Disney+,21.25,Utilities,402.99,0.55
CUSTS-8469,Apple Music,11.75,Utilities,210.83,0.76
CUSTS-6846,Amazon Prime,17.42,Shopping,399.46,0.31
CUSTS-1046,Hulu,13.5,Travel,138.66,0.57
CUSTS-4856,PlayStation Plus,24.78,Education,379.11,0.92
CUSTS-5523,Adobe Creative Cloud,7.93,Healthcare,338.12,0.3
CUSTS-5945,Hulu,13.88,Entertainment,425.0,0.47
CUSTS-5051,Adobe Creative Cloud,11.72,Entertainment,393.44,0.68
CUSTS-9601,Hulu,14.18,Travel,206.45,0.91
CUSTS-7431,Apple Music,13.64,Shopping,235.94,0.2
CUSTS-3671,Disney+,15.98,Food,358.49,0.89
CUSTS-8127,Apple Music,18.71,Utilities,346.66,0.95
CUSTS-2591,Hulu,8.49,Food,98.23,0.62
CUSTS-2236,PlayStation Plus,21.84,Shopping,187.54,0.56
CUSTS-3870,Netflix,5.61,Entertainment,454.27,0.92
CUSTS-1800,Hulu,25.88,Food,457.71,0.19
CUSTS-4071,Hulu,19.63,Healthcare,122.72,0.5
CUSTS-3199,Netflix,27.2,Education,490.2,0.14
CUSTS-5041,Adobe Creative Cloud,28.1,Utilities,89.16,0.27
CUSTS-3635,Adobe Creative Cloud,17.02,Healthcare,456.62,0.98
CUSTS-7403,Hulu,26.39,Education,109.12,0.24
CUSTS-2619,PlayStation Plus,10.64,Education,192.24,0.56
CUSTS-2779,Adobe Creative Cloud,25.22,Utilities,375.33,0.09
CUSTS-6509,Hulu,20.12,Healthcare,213.37,0.82
CUSTS-9615,Amazon Prime,21.52,Food,179.73,0.82
CUSTS-4328,Hulu,24.38,Food,329.17,0.18
CUSTS-3778,Spotify,29.95,Food,385.13,0.16
CUSTS-3766,Disney+,23.4,Shopping,203.91,0.65
CUSTS-8480,Hulu,9.84,Education,158.75,0.34
CUSTS-5474,Disney+,20.91,Utilities,226.73,0.1
CUSTS-4140,Disney+,9.93,Entertainment,370.72,0.56
CUSTS-5755,Apple Music,8.57,Food,366.38,0.36
CUSTS-2475,Spotify,14.8,Entertainment,60.99,0.53
CUSTS-1333,Disney+,12.21,Food,98.99,0.53
CUSTS-7887,Hulu,14.58,Education,107.74,0.56
CUSTS-8422,Hulu,24.87,Food,130.85,0.9
CUSTS-8953,Spotify,25.84,Travel,477.81,0.5
CUSTS-3205,Hulu,9.91,Food,187.01,0.77
CUSTS-6590,Amazon Prime,10.22,Entertainment,365.05,0.57
CUSTS-9101,Amazon Prime,5.51,Utilities,227.02,0.58
CUSTS-4438,Amazon Prime,6.76,Travel,64.39,0.82
CUSTS-5715,Spotify,19.98,Shopping,312.06,0.47
CUSTS-2570,Apple Music,16.93,Entertainment,274.04,0.39
CUSTS-6158,Netflix,23.33,Shopping,281.84,0.82
CUSTS-1378,Hulu,16.3,Utilities,199.25,0.48
CUSTS-8921,Hulu,23.7,Utilities,315.32,0.53
CUSTS-5439,Netflix,15.93,Utilities,300.8,0.07
CUSTS-2705,PlayStation Plus,28.29,Travel,342.3,0.01
CUSTS-1596,Spotify,12.26,Shopping,305.64,0.49
CUSTS-5480,Apple Music,24.13,Travel,480.47,0.65
CUSTS-5625,PlayStation Plus,26.35,Travel,234.72,0.98
CUSTS-3112,Amazon Prime,18.01,Entertainment,371.35,0.74
CUSTS-5217,Apple Music,13.71,Entertainment,414.92,0.75
CUSTS-6299,PlayStation Plus,7.9,Food,77.18,0.8
CUSTS-4435,PlayStation Plus,12.84,Utilities,323.98,0.26
CUSTS-2365,Amazon Prime,7.7,Healthcare,223.23,0.62
CUSTS-5540,Amazon Prime,24.02,Food,424.23,0.73
CUSTS-6670,Amazon Prime,26.02,Education,366.45,0.27
CUSTS-7946,PlayStation Plus,7.01,Food,177.4,0.84
CUSTS-4235,Adobe Creative Cloud,29.54,Food,69.4,0.52
CUSTS-7249,PlayStation Plus,6.84,Shopping,164.48,0.45
CUSTS-5941,Netflix,19.67,Travel,176.52,0.78
CUSTS-9548,Spotify,10.08,Utilities,182.97,0.27
CUSTS-3667,Adobe Creative Cloud,16.75,Food,58.84,0.97
CUSTS-3497,Hulu,22.08,Shopping,365.06,0.93
CUSTS-7663,PlayStation Plus,25.65,Food,138.01,0.64
CUSTS-2232,Amazon Prime,24.05,Utilities,323.22,0.3
CUSTS-9286,Amazon Prime,16.15,Healthcare,149.85,0.26
CUSTS-7752,Apple Music,20.47,Education,68.5,0.74
CUSTS-7932,Adobe Creative Cloud,6.83,Education,227.67,0.83
CUSTS-6940,Apple Music,14.72,Travel,384.54,0.82
CUSTS-1422,Amazon Prime,16.36,Utilities,297.13,0.76
CUSTS-5708,Disney+,18.93,Travel,288.66,0.11
CUSTS-1066,Apple Music,29.84,Travel,306.91,0.88
CUSTS-9911,Adobe Creative Cloud,22.19,Shopping,149.32,0.9
CUSTS-3196,Spotify,24.74,Utilities,169.04,0.52
CUSTS-9186,Apple Music,5.77,Travel,169.47,0.65
CUSTS-9823,Spotify,13.02,Utilities,469.99,0.19
CUSTS-1999,Amazon Prime,17.76,Utilities,370.4,0.15
CUSTS-5447,PlayStation Plus,16.33,Entertainment,305.55,0.59
CUSTS-1845,Hulu,9.98,Shopping,125.67,0.34
CUSTS-1531,Apple Music,22.69,Education,329.85,0.95
CUSTS-4315,Adobe Creative Cloud,5.69,Entertainment,296.72,0.99
CUSTS-1178,Amazon Prime,5.32,Utilities,408.16,0.52
CUSTS-6564,Disney+,5.1,Entertainment,343.43,0.74
CUSTS-6011,Apple Music,23.98,Entertainment,105.68,0.39
CUSTS-3121,Amazon Prime,7.92,Utilities,365.05,0.82
CUSTS-2366,Netflix,8.07,Utilities,100.54,0.66
CUSTS-8313,Amazon Prime,15.14,Healthcare,162.21,0.19
CUSTS-1069,PlayStation Plus,24.63,Shopping,109.18,0.16
CUSTS-3863,Apple Music,6.54,Healthcare,126.17,0.61
CUSTS-5395,Apple Music,22.31,Food,223.39,0.34
CUSTS-4578,PlayStation Plus,12.62,Shopping,477.36,0.16
CUSTS-7021,Spotify,5.64,Food,125.96,0.52
CUSTS-5056,Amazon Prime,17.62,Healthcare,246.28,0.73
CUSTS-4502,Netflix,10.13,Entertainment,243.99,0.76
CUSTS-7829,Spotify,12.17,Shopping,357.08,0.92
CUSTS-6279,Amazon Prime,10.84,Shopping,237.89,0.56
CUSTS-4078,Hulu,18.58,Healthcare,454.56,0.84
CUSTS-4064,Spotify,14.9,Utilities,143.64,0.29
CUSTS-4154,PlayStation Plus,19.25,Shopping,389.18,0.76
CUSTS-4921,Adobe Creative Cloud,20.63,Food,358.49,0.43
CUSTS-9428,Disney+,13.6,Shopping,332.13,0.59
CUSTS-6828,Netflix,25.28,Entertainment,436.89,0.98
CUSTS-5172,PlayStation Plus,10.35,Shopping,166.7,0.15
CUSTS-1134,Adobe Creative Cloud,7.22,Education,446.36,0.05
CUSTS-1725,Apple Music,11.42,Healthcare,50.58,0.15
CUSTS-4399,Disney+,25.48,Entertainment,293.16,0.31
CUSTS-4750,Netflix,5.1,Travel,124.34,0.61
CUSTS-1960,Disney+,25.13,Healthcare,470.17,0.79
CUSTS-2349,PlayStation Plus,29.22,Travel,340.06,0.45
CUSTS-1454,Amazon Prime,23.16,Shopping,231.25,0.54
CUSTS-3785,Hulu,8.4,Entertainment,169.34,0.79
CUSTS-8225,Netflix,10.43,Education,81.27,0.49
CUSTS-3482,Hulu,21.86,Food,435.92,0.35
CUSTS-4094,Spotify,11.4,Entertainment,269.72,0.59
CUSTS-4799,Disney+,23.69,Healthcare,261.5,0.11
CUSTS-1502,Netflix,11.36,Shopping,283.06,0.74
CUSTS-4844,Netflix,12.84,Entertainment,400.54,0.21
CUSTS-8939,Adobe Creative Cloud,28.91,Education,87.68,0.65
CUSTS-4645,PlayStation Plus,26.02,Entertainment,86.6,0.09
CUSTS-7005,Spotify,22.65,Food,94.38,0.72
CUSTS-6876,Netflix,6.41,Travel,469.14,0.96
CUSTS-7969,Hulu,24.75,Food,133.83,0.19
CUSTS-7787,Spotify,29.26,Education,206.09,0.12
CUSTS-6640,Adobe Creative Cloud,11.06,Education,304.33,0.81
CUSTS-2072,Apple Music,7.41,Travel,472.75,0.26
CUSTS-8336,Netflix,7.54,Healthcare,143.37,0.68
CUSTS-2676,Spotify,14.37,Shopping,78.33,0.69
CUSTS-5817,PlayStation Plus,13.81,Healthcare,111.53,0.86
CUSTS-1764,PlayStation Plus,24.15,Healthcare,379.78,0.65
CUSTS-8830,Amazon Prime,27.69,Utilities,466.35,0.2
CUSTS-3138,PlayStation Plus,9.69,Travel,233.01,0.01
CUSTS-5134,Adobe Creative Cloud,28.54,Education,445.32,0.46
CUSTS-7059,Spotify,7.71,Travel,96.65,0.23
CUSTS-5727,Amazon Prime,6.95,Healthcare,222.51,0.76
CUSTS-2371,Hulu,10.2,Travel,478.93,0.15
CUSTS-6489,Adobe Creative Cloud,19.34,Travel,139.69,0.15
