business_id,market_trend_score,industry_growth_rate,competitor_count,customer_acquisition_cost,customer_retention_rate,advertising_budget,brand_reputation_score,social_media_engagement,sentiment_score
MKT-02882,8,11.17,411,368.5,94.0,1595327.97,4.78,523253,2.78
MKT-02883,8,14.94,92,123.51,81.85,2426385.02,3.86,618529,2.49
MKT-02884,7,3.6,269,221.36,59.61,2652374.32,4.28,796458,1.77
MKT-02885,10,-4.92,204,405.32,87.05,4333090.95,2.29,676311,1.37
MKT-02886,4,3.23,182,144.5,56.04,112275.0,4.56,280077,4.71
MKT-02887,6,-4.82,433,438.46,78.11,3952407.52,1.74,546654,4.33
MKT-02888,2,1.78,272,397.66,91.09,423211.03,2.47,734376,4.28
MKT-02889,4,1.95,168,447.9,59.52,1168964.69,3.82,570995,3.65
MKT-02890,9,-0.0,204,353.41,72.3,4648981.92,4.05,451798,4.15
MKT-02891,9,0.05,331,315.17,73.37,2443608.55,1.91,968555,2.65
MKT-02892,6,7.48,279,96.09,91.42,3915668.65,1.33,499833,1.54
MKT-02893,7,-2.85,456,265.21,59.43,4963087.16,3.79,761143,4.17
MKT-02894,8,2.48,340,183.53,82.51,2440873.13,3.52,151605,4.05
MKT-02895,8,-4.52,193,38.67,81.45,3472404.37,4.34,419622,4.92
MKT-02896,1,-3.59,85,484.17,86.17,2001545.52,2.9,202397,2.42
MKT-02897,8,1.0,332,317.26,93.81,1343856.18,2.46,328470,1.49
MKT-02898,7,14.25,243,335.15,83.18,2211469.72,3.58,678976,3.32
MKT-02899,6,5.64,415,98.52,68.15,2583598.43,4.77,442823,3.08
MKT-02900,7,12.18,482,371.87,51.64,3441352.52,1.6,406585,1.05
MKT-02901,7,13.41,316,481.07,92.77,1047959.1,1.41,172227,3.53
MKT-02902,10,13.36,492,99.25,77.49,2450444.82,4.85,100946,1.91
MKT-02903,4,6.44,385,333.21,63.62,1538878.05,1.41,97881,3.82
MKT-02904,8,14.73,121,399.06,58.72,3910358.3,1.72,90078,4.52
MKT-02905,4,5.8,30,45.12,56.35,4015791.05,3.62,176010,1.66
MKT-02906,6,3.76,77,254.05,61.76,4600272.89,1.65,525959,2.41
MKT-02907,4,4.33,485,199.43,70.41,4632696.31,2.14,935250,4.77
MKT-02908,5,5.26,100,201.29,78.44,3697527.55,3.91,449466,1.55
MKT-02909,7,-1.67,368,266.57,94.86,255050.88,1.88,770259,4.24
MKT-02910,10,10.08,213,177.15,56.69,1450693.41,4.16,729290,3.67
MKT-02911,2,1.58,401,309.79,73.15,707579.53,4.97,999309,2.69
MKT-02912,2,-4.01,161,65.38,93.4,2341405.17,4.71,562070,1.35
MKT-02913,6,11.34,231,449.3,91.9,3159740.41,2.51,985598,3.77
MKT-02914,7,4.63,87,291.09,51.32,3280191.74,3.61,164408,2.32
MKT-02915,7,-4.53,6,395.51,54.67,3955773.11,1.34,235057,4.97
MKT-02916,8,6.9,359,317.75,54.2,228999.41,1.97,90431,4.3
MKT-02917,9,2.85,25,353.96,64.42,2692828.18,2.82,759715,1.0
MKT-02918,5,5.63,112,97.41,86.52,2003660.68,2.92,963278,1.23
MKT-02919,2,1.02,151,201.42,65.77,3319191.16,1.14,875746,4.21
MKT-02920,9,7.27,158,383.91,51.62,1618602.61,1.39,511155,2.68
MKT-02921,2,4.85,114,94.48,91.39,4940012.05,1.45,417212,1.29
MKT-02922,2,11.66,321,189.35,56.54,2800719.09,2.2,798132,3.03
MKT-02923,2,14.59,37,316.19,90.81,447680.69,2.75,326781,1.31
MKT-02924,2,-2.34,146,464.38,88.16,4341062.31,4.8,821169,2.29
MKT-02925,8,-0.23,116,209.82,54.55,2157477.38,1.67,488739,4.58
MKT-02926,1,-0.22,130,491.44,78.99,3389504.73,2.61,814932,2.27
MKT-02927,9,-0.91,240,372.87,91.91,3000554.32,2.27,498357,3.37
MKT-02928,8,13.34,347,88.3,66.74,1364068.43,2.44,159288,3.52
MKT-02929,4,14.75,485,107.6,64.52,3172976.41,2.0,621588,3.77
MKT-02930,6,11.94,249,32.04,93.75,2172731.16,3.41,966900,3.06
MKT-02931,1,-1.0,134,380.2,82.6,3986541.1,4.49,250664,3.87
MKT-02932,5,9.68,48,321.04,62.32,3496191.42,1.73,252379,2.14
MKT-02933,1,-2.59,381,320.03,54.94,1024589.02,3.76,437555,3.29
MKT-02934,10,14.62,452,78.59,52.34,3170210.21,1.21,525589,3.72
MKT-02935,6,4.88,438,268.38,50.7,109060.97,2.16,282248,4.22
MKT-02936,5,2.56,384,485.64,64.55,4329949.54,3.48,281476,4.21
MKT-02937,4,3.77,420,423.0,85.33,83062.32,2.62,358605,3.28
MKT-02938,8,3.52,202,145.78,56.71,4589847.71,4.41,137769,3.54
MKT-02939,2,0.04,189,494.09,77.22,1846664.79,3.43,771567,1.33
MKT-02940,10,5.16,113,176.16,52.11,908142.35,4.26,418364,3.42
MKT-02941,10,13.71,292,232.15,52.95,3176656.41,1.33,420419,4.74
MKT-02942,10,-4.17,52,389.72,52.8,3678691.52,1.28,933069,1.78
MKT-02943,5,3.33,387,118.28,87.06,4034716.43,2.36,300307,1.53
MKT-02944,6,4.02,354,478.24,77.51,4460713.64,2.7,956252,1.35
MKT-02945,7,7.45,98,404.67,65.91,4939336.56,2.54,7222,1.85
MKT-02946,4,-0.59,86,173.5,71.82,679159.85,3.73,731287,2.91
MKT-02947,10,13.8,398,301.77,60.09,3974393.36,4.34,267991,4.62
MKT-02948,2,6.54,105,198.23,60.77,2574207.48,3.99,947056,1.75
MKT-02949,4,4.31,181,174.45,93.34,4295470.59,2.63,645569,2.29
MKT-02950,10,4.36,272,91.58,91.69,1790317.88,1.3,227139,4.55
MKT-02951,7,3.5,47,308.62,94.45,1306895.11,4.55,460949,3.29
MKT-02952,6,-0.96,492,410.94,58.56,2049905.6,4.6,60599,1.5
MKT-02953,4,11.91,198,490.35,69.35,454246.43,2.0,969604,1.14
MKT-02954,2,12.24,434,182.84,58.34,2336306.6,4.43,4139,4.62
MKT-02955,5,13.6,241,224.04,74.61,3431710.39,1.4,837927,4.46
MKT-02956,2,12.57,299,106.88,93.79,4061582.51,1.43,373297,3.65
MKT-02957,1,4.3,432,266.33,70.69,3651570.48,3.04,762635,4.12
MKT-02958,4,6.14,457,237.79,55.51,125880.35,3.64,547468,1.88
MKT-02959,9,7.68,380,262.6,86.11,4778194.89,1.96,556404,3.16
MKT-02960,7,11.34,202,348.62,77.05,2747303.9,2.27,885707,2.19
MKT-02961,3,7.08,107,292.01,69.41,3399802.78,4.87,931684,3.47
MKT-02962,9,2.51,431,28.81,86.73,2884244.92,1.55,333619,4.4
MKT-02963,3,9.18,137,223.92,64.3,2578842.86,1.84,72960,2.16
MKT-02964,7,2.91,282,440.33,94.94,443407.94,3.11,692395,4.69
MKT-02965,5,7.32,295,15.3,86.64,505636.76,4.08,998621,3.08
MKT-02966,10,-3.5,115,291.79,81.3,4322896.07,4.32,551228,3.27
MKT-02967,2,2.05,52,53.73,77.32,2591496.71,3.44,74152,4.76
MKT-02968,9,7.89,202,64.8,74.04,3568920.59,1.91,752346,1.22
MKT-02969,3,-2.46,446,231.87,73.37,778906.8,2.31,902112,2.34
MKT-02970,6,12.6,47,425.97,59.22,2214393.57,1.0,11457,3.63
MKT-02971,4,2.77,335,89.63,94.96,2166768.28,2.77,892570,4.51
MKT-02972,4,1.32,273,76.06,72.82,3787668.66,2.68,578081,2.63
MKT-02973,3,3.12,243,426.11,59.71,964839.35,3.48,307156,4.14
MKT-02974,9,9.14,316,194.56,85.3,1869819.24,1.3,457886,2.44
MKT-02975,8,1.53,250,294.23,54.71,2590703.9,4.52,229199,4.75
MKT-02976,6,8.09,288,275.53,85.66,1158538.99,1.96,149209,1.15
MKT-02977,5,14.09,19,386.88,60.88,787381.22,2.27,602151,1.9
MKT-02978,8,7.66,58,80.26,86.78,4979007.47,4.7,578303,1.18
MKT-02979,10,5.29,97,14.49,61.89,4234046.39,4.02,955474,3.3
MKT-02980,1,-2.3,138,300.17,70.47,1904006.22,4.33,329680,4.62
MKT-02981,1,3.9,99,228.93,88.46,1281518.9,2.49,685909,1.1
MKT-02982,1,7.13,424,106.53,76.45,2217499.68,4.83,35371,2.95
MKT-02983,9,1.14,211,282.57,94.0,36783.7,4.84,383877,2.39
MKT-02984,4,8.48,103,387.35,52.35,3816703.79,1.06,393277,1.84
MKT-02985,1,8.22,227,7.23,64.82,4819440.42,1.8,85565,4.21
MKT-02986,3,1.64,169,440.35,88.71,508369.5,2.54,561314,2.32
MKT-02987,10,10.69,215,161.22,66.07,4070578.64,3.89,493243,2.06
MKT-02988,1,11.14,95,261.14,57.67,4469372.17,2.49,987265,4.47
MKT-02989,2,5.95,84,497.09,75.79,2109514.44,2.1,318408,4.78
MKT-02990,10,12.23,165,480.53,72.55,1656665.55,3.66,916039,3.92
MKT-02991,2,11.65,203,90.14,64.12,2418399.95,2.93,26042,3.51
MKT-02992,8,14.55,326,274.57,84.52,4088236.84,4.4,464582,2.61
MKT-02993,10,1.86,470,399.82,92.59,2971383.1,4.9,802246,4.57
MKT-02994,5,4.9,145,269.74,94.82,3929460.81,1.45,863551,4.06
MKT-02995,3,8.27,35,211.82,50.38,2927567.92,4.15,332474,4.79
MKT-02996,10,13.93,279,403.2,56.47,1397227.43,2.11,632679,3.46
MKT-02997,4,-1.91,79,456.85,82.7,649500.28,2.18,912778,1.74
MKT-02998,1,6.43,211,360.74,87.81,2373114.18,2.94,43476,4.61
MKT-02999,1,10.4,370,157.19,87.54,58193.64,2.12,266681,4.54
MKT-03000,2,0.0,178,338.36,61.33,186539.47,1.55,680149,4.14
MKT-03001,10,-1.95,417,472.66,76.28,482029.54,2.73,932705,2.4
MKT-03002,7,4.66,406,247.58,68.77,2321831.61,4.56,158767,3.43
MKT-03003,4,-3.87,319,159.38,94.07,4949886.2,4.98,188120,3.14
MKT-03004,4,7.66,391,227.23,68.35,4096316.59,2.11,772236,2.13
MKT-03005,2,-0.0,51,149.37,58.48,1259403.64,2.83,991870,4.08
MKT-03006,6,2.94,27,116.83,89.79,4887823.8,4.67,637957,2.98
MKT-03007,6,1.6,85,100.09,57.61,3422338.36,4.41,535628,2.06
MKT-03008,8,-1.28,83,53.14,74.6,3126228.31,1.78,864576,2.19
MKT-03009,4,-0.58,208,166.69,79.83,3213719.18,2.19,250656,4.75
MKT-03010,2,5.59,338,64.17,92.71,160995.36,4.88,239255,3.54
MKT-03011,5,-1.88,155,476.59,78.61,3963421.7,2.07,594944,1.85
MKT-03012,2,14.26,90,298.58,54.01,462519.09,3.41,399847,1.97
MKT-03013,6,8.11,120,190.12,56.45,1423246.55,2.83,584475,4.09
MKT-03014,5,14.08,67,443.49,57.88,2763800.14,4.89,12302,3.1
MKT-03015,4,-1.85,122,191.35,77.16,4077207.32,4.05,468100,1.93
MKT-03016,10,8.87,9,268.41,63.0,4116732.9,1.97,931243,3.85
MKT-03017,7,-4.5,400,423.57,94.2,713322.8,4.15,141242,3.25
MKT-03018,9,-0.76,408,28.41,84.62,1803852.75,4.42,15731,2.22
MKT-03019,7,12.52,404,396.81,52.6,4589763.14,4.99,260150,1.31
MKT-03020,2,3.69,209,266.41,91.71,3607782.87,2.27,200359,2.42
MKT-03021,1,13.32,244,131.74,70.65,2579452.03,2.9,999003,3.84
MKT-03022,9,0.43,296,127.5,57.38,262184.72,2.91,922561,2.33
MKT-03023,4,1.89,200,16.84,88.25,1551607.63,5.0,625872,4.92
MKT-03024,1,-4.47,329,453.6,61.42,4146033.89,1.96,693168,2.2
MKT-03025,5,-2.81,133,258.79,72.31,2498182.14,1.05,530759,4.23
MKT-03026,1,12.8,386,254.32,53.01,3344132.24,3.02,827298,1.59
MKT-03027,2,0.12,113,399.35,51.24,3034553.96,2.24,136198,3.78
MKT-03028,9,8.22,260,387.6,62.96,3592230.97,1.3,398019,4.67
MKT-03029,6,5.78,396,295.88,90.81,4303366.79,4.28,591322,2.74
MKT-03030,9,14.3,21,487.17,94.61,2520681.23,2.45,870915,4.66
MKT-03031,5,4.91,268,364.67,87.06,4624006.5,4.66,987230,4.16
MKT-03032,4,4.71,135,350.42,65.35,3187484.44,3.16,130805,2.66
MKT-03033,6,0.27,218,394.92,69.54,1734613.74,1.77,688761,3.97
MKT-03034,6,2.04,375,240.54,90.61,449912.36,1.84,1310,4.44
MKT-03035,5,12.79,152,384.66,62.99,1867934.87,1.55,447207,1.62
MKT-03036,1,12.3,492,261.38,74.61,3592846.56,1.23,753890,1.38
MKT-03037,9,8.06,386,372.79,88.31,861682.53,3.02,685070,1.01
MKT-03038,4,12.69,353,236.9,85.14,386546.3,1.96,367634,2.19
MKT-03039,8,1.91,247,344.73,53.08,1439349.88,1.87,874042,3.08
MKT-03040,7,9.31,392,270.33,78.17,1490764.8,1.51,802148,2.72
MKT-03041,8,7.21,344,166.39,86.04,4991452.59,2.21,409624,1.87
MKT-03042,9,0.55,430,7.87,61.68,2367210.01,1.38,355522,1.22
MKT-03043,1,12.36,262,409.34,61.12,4735344.31,3.63,889895,1.58
MKT-03044,4,14.78,418,443.79,56.04,878012.3,4.23,270270,3.35
MKT-03045,1,-0.47,436,46.43,88.14,1774126.65,4.16,277004,4.53
MKT-03046,5,10.94,193,151.38,52.26,165642.27,1.6,936928,1.79
MKT-03047,9,6.6,72,223.0,75.8,4896337.33,1.27,172500,3.18
MKT-03048,2,14.54,290,388.0,58.31,4785852.06,2.74,385039,4.26
MKT-03049,1,1.68,383,20.01,56.49,2652568.52,1.19,213451,2.87
MKT-03050,5,11.69,484,484.45,50.24,3709486.95,2.99,70040,4.37
MKT-03051,10,8.52,312,215.47,56.21,4285196.46,4.28,341514,2.12
MKT-03052,2,5.51,470,210.72,59.12,3509464.74,3.2,991943,4.51
MKT-03053,10,-4.61,99,351.18,57.23,3173306.23,2.16,753906,2.69
MKT-03054,1,4.45,443,492.33,71.96,1853881.79,3.12,949358,3.34
MKT-03055,4,-2.81,230,144.72,56.16,3523058.31,4.82,135842,1.19
MKT-03056,7,12.79,317,223.11,77.21,1618903.32,1.65,25402,4.24
MKT-03057,5,6.61,61,330.64,68.22,4011777.65,3.22,722382,1.79
MKT-03058,5,-0.23,268,203.0,83.23,4760771.79,1.67,323718,3.8
MKT-03059,6,7.3,462,254.57,82.65,3151736.93,1.98,780584,2.21
MKT-03060,4,14.71,218,467.45,59.35,1665627.48,4.5,556999,4.14
MKT-03061,7,-4.74,408,367.51,94.6,2115097.79,1.93,96362,1.62
MKT-03062,5,6.28,310,358.48,86.93,2118320.87,2.08,8936,3.78
MKT-03063,2,12.7,474,465.31,63.66,3734008.98,3.17,734323,3.18
MKT-03064,8,-2.65,373,421.86,53.7,306203.02,4.82,153157,3.47
MKT-03065,8,7.77,209,445.46,56.86,317630.98,2.63,303328,2.97
MKT-03066,5,9.67,101,39.54,61.9,154684.96,2.28,684661,3.04
MKT-03067,10,-0.22,40,161.0,89.44,2019652.12,4.1,456910,1.49
MKT-03068,10,1.02,463,497.54,90.94,2982856.4,3.84,900711,4.24
MKT-03069,4,14.59,74,481.61,89.84,1359647.05,2.7,673261,2.0
MKT-03070,2,2.1,373,59.35,94.63,1886973.03,4.15,800321,1.57
MKT-03071,7,5.57,176,255.33,62.54,1126406.35,2.23,621684,3.37
MKT-03072,7,2.05,222,338.59,89.35,788584.64,3.39,685127,2.64
MKT-03073,7,9.49,242,295.87,55.96,32308.52,3.06,113368,3.41
MKT-03074,2,13.35,352,414.97,71.83,1833855.25,1.73,789699,2.05
MKT-03075,9,-4.0,478,403.57,70.97,3844830.95,4.39,56192,3.7
MKT-03076,9,2.96,226,255.81,86.52,4039689.1,4.7,121446,4.98
MKT-03077,7,11.88,376,70.92,73.09,1125820.93,1.64,644088,1.92
MKT-03078,6,-4.51,299,474.55,59.56,1891561.18,1.41,245000,1.75
MKT-03079,8,6.0,484,239.23,75.26,3867095.28,4.69,231185,1.92
MKT-03080,2,-0.27,78,77.69,81.02,1328752.77,2.2,236086,2.75
MKT-03081,6,11.16,463,305.89,82.57,199551.5,2.25,344140,1.91
MKT-03082,2,2.7,11,58.58,77.2,930454.71,4.92,284446,1.09
MKT-03083,9,14.05,168,358.75,63.65,4256833.69,3.58,178367,2.88
MKT-03084,7,-2.39,231,105.36,58.03,2984727.06,4.42,466417,3.03
MKT-03085,9,12.2,378,71.0,67.58,1809753.68,1.28,4420,3.42
MKT-03086,1,-0.62,202,370.44,79.07,2025279.14,2.35,106844,2.2
MKT-03087,9,9.54,184,131.41,65.76,1095007.98,3.74,717153,4.14
MKT-03088,1,1.88,348,367.41,71.54,157036.43,3.37,719898,3.26
MKT-03089,4,9.15,59,146.19,57.16,183898.25,1.74,722870,4.38
MKT-03090,1,14.61,189,330.75,75.86,759630.7,4.23,244514,1.03
MKT-03091,1,-2.76,5,423.09,56.13,3712216.58,4.61,503781,2.72
MKT-03092,9,-3.67,279,312.61,59.59,1787293.98,4.2,819026,2.35
MKT-03093,3,-4.02,444,439.64,94.89,4592616.12,4.02,153746,1.73
MKT-03094,10,12.43,445,290.09,78.13,155456.69,3.84,292068,2.13
MKT-03095,8,12.12,62,336.69,62.37,404901.39,3.0,852237,3.2
MKT-03096,9,3.14,350,341.9,74.35,929289.79,4.13,20306,4.89
MKT-03097,6,0.34,420,80.59,51.9,4816765.18,3.87,669778,4.25
MKT-03098,10,5.25,151,292.47,81.81,3817921.79,2.29,732957,1.8
MKT-03099,3,2.96,53,329.94,78.79,2351222.04,2.96,680838,3.68
MKT-03100,9,0.28,261,441.35,58.82,133258.74,1.89,219571,3.73
MKT-03101,2,3.6,156,463.43,52.48,4165457.49,3.87,27171,3.46
MKT-03102,4,5.14,365,380.45,64.88,4858814.21,3.41,482054,1.67
MKT-03103,7,2.08,328,356.0,91.11,2856257.4,4.08,358008,2.33
MKT-03104,5,8.18,446,94.19,63.95,1475375.32,2.25,266711,3.26
MKT-03105,1,14.54,8,39.53,74.31,325138.61,4.9,314383,2.09
MKT-03106,9,0.68,47,457.19,85.92,2169861.33,4.59,622271,4.33
MKT-03107,8,12.34,122,38.73,53.42,3941446.99,2.82,92434,1.25
MKT-03108,5,3.4,222,11.36,70.21,4201381.93,4.97,869993,4.42
MKT-03109,5,8.48,475,397.07,85.12,4504894.28,3.25,484197,4.93
MKT-03110,2,6.59,10,441.47,90.66,3863688.84,3.13,822535,1.1
MKT-03111,8,0.14,173,327.53,90.86,2059434.06,3.3,850128,3.76
MKT-03112,2,9.09,439,78.49,84.09,3832858.08,3.77,543870,1.79
MKT-03113,9,3.78,418,118.53,60.53,4107918.97,2.47,599466,4.13
MKT-03114,8,3.65,142,261.23,51.67,1151566.79,1.36,779570,4.72
MKT-03115,4,-2.01,257,201.48,58.25,1968948.06,1.88,549558,4.33
MKT-03116,3,11.31,161,355.23,85.95,2122196.85,4.58,755560,2.16
MKT-03117,6,11.9,92,378.27,54.07,2897704.82,2.57,543073,3.16
MKT-03118,3,4.27,169,16.95,68.79,4481386.73,1.12,429010,3.21
MKT-03119,7,2.67,205,465.17,63.07,3890928.05,4.47,944086,4.8
MKT-03120,6,11.32,489,279.12,72.58,1893267.62,1.19,536454,4.13
MKT-03121,3,-0.72,18,449.5,52.79,1359290.4,2.46,658506,4.14
MKT-03122,10,14.08,430,264.64,76.67,3075543.1,1.39,335034,1.62
MKT-03123,10,-4.2,17,102.62,71.86,4176697.12,4.27,941457,3.92
MKT-03124,9,11.93,203,134.99,92.39,3548953.3,4.25,517675,4.19
MKT-03125,9,-0.96,174,112.66,73.62,3570174.29,4.91,679963,1.14
MKT-03126,4,13.45,175,254.74,84.34,3405968.6,3.57,38716,3.04
MKT-03127,5,-3.63,474,255.5,94.33,780973.88,3.37,417203,3.2
MKT-03128,4,-0.46,77,274.08,61.85,2344114.97,4.06,71598,1.15
MKT-03129,10,1.63,110,389.95,89.94,1680389.08,4.68,530053,3.93
MKT-03130,4,1.92,188,458.88,77.71,3823623.42,3.77,995975,4.34
MKT-03131,9,4.1,433,8.13,57.15,2135698.74,4.84,547179,4.7
MKT-03132,6,1.08,469,298.31,69.74,202793.42,3.88,855579,3.57
MKT-03133,1,5.23,224,138.59,61.43,1928069.83,3.85,536756,1.46
MKT-03134,7,-4.74,471,17.11,63.02,3029533.77,4.27,645239,4.79
MKT-03135,7,7.99,58,189.29,60.82,1047687.58,2.0,426688,2.39
MKT-03136,5,6.03,90,189.11,93.34,1584481.55,1.69,488196,4.92
MKT-03137,9,10.79,325,411.51,94.45,3383717.57,3.31,396793,3.66
MKT-03138,8,-4.52,255,110.85,50.61,3765068.36,1.86,866280,4.46
MKT-03139,9,-0.19,408,339.16,82.58,702815.84,4.29,54135,2.27
MKT-03140,1,10.86,352,425.87,77.43,4180081.74,1.87,596097,4.51
MKT-03141,9,14.41,326,229.2,80.02,2058572.22,2.79,332070,2.0
MKT-03142,9,11.13,337,386.29,61.96,4790269.42,2.6,135856,3.68
MKT-03143,9,4.67,488,80.11,84.77,2677941.53,4.18,737711,1.16
MKT-03144,6,10.19,302,198.55,87.73,3572126.9,3.85,851883,4.23
MKT-03145,6,9.32,498,313.05,79.67,3712968.44,2.26,618709,4.23
MKT-03146,6,9.19,363,52.81,57.08,4656675.38,4.58,924579,2.71
MKT-03147,4,14.54,191,55.25,91.7,1469211.38,1.23,999920,4.39
MKT-03148,3,14.42,48,139.8,66.8,1825932.06,1.09,912667,2.01
MKT-03149,4,-3.51,12,183.87,71.86,249014.41,1.64,619519,2.06
MKT-03150,5,3.91,496,193.56,90.9,2317749.66,2.65,769013,2.0
MKT-03151,1,12.39,387,367.04,52.9,103889.44,2.93,515030,2.16
MKT-03152,1,1.59,494,413.17,68.13,2414406.35,1.43,956166,4.81
MKT-03153,1,-2.31,431,164.05,81.08,3140604.67,1.56,63054,1.1
MKT-03154,8,0.41,40,66.6,91.85,3600188.61,3.97,968317,1.5
MKT-03155,8,8.01,148,451.94,80.8,3863517.32,1.47,867945,1.12
MKT-03156,1,6.35,258,239.41,50.58,3620402.88,1.9,999345,2.07
MKT-03157,8,1.72,208,227.12,88.49,734300.45,4.22,897605,1.67
MKT-03158,1,1.02,111,39.36,84.44,971491.89,1.24,518636,3.64
MKT-03159,1,7.83,67,114.85,89.38,3218242.11,2.57,211348,3.53
MKT-03160,3,10.13,238,282.89,73.52,3995972.86,2.15,945484,3.95
MKT-03161,7,13.0,350,40.9,64.12,1820236.4,4.77,270928,1.42
MKT-03162,4,-2.78,228,89.57,50.69,4791806.25,4.09,635152,4.85
MKT-03163,1,-3.07,33,402.42,65.2,1833129.1,4.07,881562,1.26
MKT-03164,4,7.88,128,306.51,64.42,1555727.59,1.36,330707,4.59
MKT-03165,9,14.64,368,97.06,74.87,3723204.18,4.09,857826,4.55
MKT-03166,5,1.25,8,34.8,59.64,2147994.65,3.8,373279,4.54
MKT-03167,10,8.74,367,310.51,77.15,4633268.73,4.29,648102,4.8
MKT-03168,2,9.25,433,409.74,65.16,1068503.69,1.61,745228,4.41
MKT-03169,2,12.81,193,340.22,89.5,1654294.44,3.73,554219,4.64
MKT-03170,5,10.49,216,305.77,72.05,882948.46,2.41,17970,3.21
MKT-03171,9,-1.61,182,209.59,84.19,1244526.68,1.38,985144,4.53
MKT-03172,6,12.55,115,228.97,58.32,685181.83,4.98,228631,3.24
MKT-03173,3,1.98,484,332.99,85.52,3254666.89,3.38,220596,3.9
MKT-03174,1,-0.82,402,467.13,59.68,1019091.25,1.52,522438,2.5
MKT-03175,4,-2.9,470,226.26,70.13,3714243.76,2.6,994671,3.14
MKT-03176,3,5.03,131,266.21,86.89,1090053.25,2.9,882252,1.97
MKT-03177,4,0.83,416,228.52,68.35,4298780.98,2.68,700889,2.47
MKT-03178,8,-0.09,382,97.81,65.39,749345.72,2.41,347873,4.44
MKT-03179,1,-2.96,106,131.3,87.85,3914161.95,4.53,218452,4.81
MKT-03180,2,-0.52,439,143.4,90.6,3222101.71,3.74,75577,2.9
MKT-03181,2,-1.55,295,195.89,65.46,4526658.9,1.22,767043,4.58
MKT-03182,7,2.2,129,498.47,72.83,2837143.21,2.98,990063,1.04
MKT-03183,10,14.54,328,452.64,75.02,2933179.95,2.74,881885,4.36
MKT-03184,2,2.59,202,249.63,54.79,4122956.98,4.39,903766,4.73
MKT-03185,10,5.71,118,477.33,69.34,958430.84,4.97,108322,1.87
MKT-03186,4,13.24,64,410.56,75.2,503740.34,2.32,371907,2.44
MKT-03187,10,2.38,452,450.45,58.17,4178468.74,3.07,852723,4.12
MKT-03188,10,0.18,312,121.65,90.14,372128.31,3.46,448056,3.3
MKT-03189,5,-4.19,387,480.03,55.45,4810202.92,1.51,773894,3.67
MKT-03190,8,5.92,426,40.75,52.18,98108.69,1.89,482290,1.03
MKT-03191,9,14.83,319,93.05,81.24,952146.91,1.93,763029,4.18
MKT-03192,9,-4.14,8,7.5,78.56,962907.0,4.69,145328,1.6
MKT-03193,1,5.25,270,468.93,65.31,4695970.39,4.48,256442,3.94
MKT-03194,2,10.57,465,428.4,78.31,3834232.42,1.86,514628,1.46
MKT-03195,8,1.28,101,212.52,80.65,3759120.61,4.89,848900,1.2
MKT-03196,8,9.79,492,240.77,50.23,2908365.63,2.18,219709,2.36
MKT-03197,8,-3.54,303,102.59,65.3,4839783.01,4.63,526475,1.64
MKT-03198,10,-1.0,450,204.25,77.19,125055.1,2.53,188320,1.64
MKT-03199,5,-2.31,172,36.68,69.56,3534929.66,2.73,841156,4.9
MKT-03200,7,4.12,43,101.12,73.58,1948522.51,1.82,527639,3.79
MKT-03201,9,5.77,383,166.71,66.96,2680313.53,4.61,658189,1.36
MKT-03202,3,-2.37,459,213.02,77.7,551820.33,4.19,748307,4.23
MKT-03203,7,1.7,209,496.49,76.43,2102955.67,3.7,466354,3.5
MKT-03204,10,7.09,465,168.62,61.59,2361840.57,2.11,120797,1.37
MKT-03205,1,-0.29,365,282.38,54.88,4536428.26,3.53,693111,3.52
MKT-03206,7,12.6,232,231.81,50.87,57354.68,1.94,767052,3.59
MKT-03207,4,5.16,455,499.15,68.64,1043853.9,3.95,920705,2.93
MKT-03208,3,11.81,385,124.81,89.8,50023.52,4.6,525460,2.43
MKT-03209,9,12.67,336,490.15,62.2,29869.72,4.08,428167,2.14
MKT-03210,9,10.36,30,292.27,78.43,4719651.54,2.38,534530,2.04
MKT-03211,7,7.3,215,8.09,72.77,2120254.68,2.37,825967,2.31
MKT-03212,3,5.33,303,241.71,65.69,2570997.25,1.96,688154,2.87
MKT-03213,10,11.3,267,389.23,80.73,661623.19,4.93,782891,4.17
MKT-03214,9,-0.55,11,68.3,55.13,4564339.68,3.46,930859,4.66
MKT-03215,3,0.35,94,369.74,50.7,1761533.21,1.75,180319,4.31
MKT-03216,7,0.99,90,388.79,73.75,4538256.33,1.65,151557,4.01
MKT-03217,6,1.48,488,339.12,84.5,49799.33,1.89,261142,1.09
MKT-03218,4,-2.0,110,81.63,60.62,218646.41,1.43,935521,1.38
MKT-03219,6,-2.68,332,373.81,79.01,1481934.77,1.93,88470,1.83
MKT-03220,8,10.25,372,189.32,64.04,3959282.24,2.48,134302,4.42
MKT-03221,9,11.32,447,476.17,57.67,3391649.25,1.3,476414,3.52
MKT-03222,8,5.95,427,426.56,85.47,4892045.82,3.24,249604,3.55
MKT-03223,1,12.19,314,281.26,77.02,3271882.57,1.73,502354,4.29
MKT-03224,5,4.22,82,432.02,74.54,3569217.8,1.17,101683,2.44
MKT-03225,6,-4.62,343,378.24,88.89,1241429.94,1.34,412212,3.16
MKT-03226,8,6.53,271,420.36,58.22,3451440.51,4.35,507658,3.93
MKT-03227,5,1.73,273,203.1,64.99,2975068.44,1.04,129264,4.05
MKT-03228,5,5.25,330,245.19,75.99,1794224.21,4.76,246869,1.43
