customer_id,age,income,employment_status,credit_score,existing_loans,loan_amount_requested,loan_purpose,loan_approval_status,debt_to_income_ratio,loan_interest_rate,loan_term,default_risk
c55d197b,49,128719,Full-time,644,5,278472,Personal,Pending,0.73,6.0,24,Medium
b4762f1a,25,140584,Unemployed,366,3,382455,Education,Rejected,0.37,9.63,24,Low
de8a6018,50,32829,Full-time,703,4,159329,Education,Pending,0.79,3.66,60,Low
2e271705,57,122027,Full-time,715,3,420453,Personal,Rejected,0.65,3.01,180,Medium
d475021f,21,143371,Unemployed,434,2,207434,Car,Approved,0.51,4.63,240,High
3ce599f3,49,78411,Unemployed,637,3,106438,Personal,Approved,0.46,10.92,120,High
469a9eec,23,90586,Part-time,814,5,256509,Education,Approved,0.17,12.69,24,High
adf81ee7,66,25472,Unemployed,506,2,317575,Business,Approved,0.15,3.35,48,Medium
58be8284,70,70041,Unemployed,626,5,292998,Home,Approved,0.34,11.67,12,Low
6dcaeed2,65,29005,Self-employed,762,3,207248,Home,Pending,0.63,8.08,360,High
cdc7938f,27,96007,Unemployed,503,0,347757,Home,Approved,0.46,12.58,36,High
7c693b54,46,91277,Self-employed,818,1,377416,Personal,Rejected,0.48,3.54,120,Low
6c33868d,22,82063,Unemployed,467,2,261294,Business,Rejected,0.63,8.58,24,Low
87687fa9,56,109993,Unemployed,566,2,40540,Education,Approved,0.57,4.97,360,Medium
e6ee1983,50,107954,Self-employed,850,2,393109,Personal,Approved,0.71,13.31,60,Low
5a99346e,32,126865,Self-employed,553,0,108661,Business,Approved,0.36,9.7,24,Low
904f99b0,25,140493,Self-employed,501,2,477406,Education,Approved,0.52,8.74,36,Low
f5ebeb0a,57,57483,Self-employed,715,4,311733,Personal,Approved,0.18,5.08,180,Medium
488557e4,58,65942,Unemployed,593,4,133854,Business,Approved,0.14,4.88,36,Medium
af11ae66,52,49636,Full-time,389,1,246040,Home,Rejected,0.21,14.01,36,Low
f65e1c00,48,131232,Self-employed,410,5,35848,Home,Approved,0.25,6.11,12,High
f45680be,37,72555,Full-time,551,3,249912,Business,Approved,0.73,6.8,36,Medium
2ce10f99,21,70659,Unemployed,809,5,280864,Business,Rejected,0.12,5.01,48,High
9208dae5,36,124692,Self-employed,463,3,100323,Business,Approved,0.64,9.37,60,Low
b685063e,21,136302,Full-time,403,0,408030,Personal,Pending,0.73,12.51,48,Medium
97cc41ec,25,32991,Self-employed,346,1,412136,Personal,Rejected,0.73,8.93,360,High
323c84b3,27,104886,Self-employed,569,3,436429,Education,Rejected,0.74,7.89,120,High
76e9cdea,53,100654,Unemployed,685,3,122168,Personal,Rejected,0.21,10.72,180,Low
6e9de04d,53,108446,Full-time,658,1,44698,Home,Pending,0.43,13.57,24,Medium
519ce65f,26,98932,Full-time,383,5,111295,Education,Pending,0.16,11.19,24,Low
f2e83b32,54,70982,Full-time,339,1,352702,Personal,Approved,0.52,3.21,180,Medium
95f95594,47,75704,Unemployed,311,5,254825,Home,Approved,0.36,10.64,240,Low
21ffedc3,59,62929,Self-employed,517,3,31151,Car,Rejected,0.49,11.38,120,Low
5b1a3a3b,57,54949,Full-time,406,2,24849,Personal,Approved,0.47,5.01,180,High
71f4dcee,41,83626,Self-employed,777,2,496651,Business,Approved,0.26,3.87,48,Medium
76774586,31,70211,Part-time,820,4,330425,Car,Approved,0.52,8.13,36,Medium
063c07b0,59,90946,Self-employed,779,4,97869,Business,Approved,0.28,5.66,60,High
216ec781,27,74843,Self-employed,682,2,138475,Car,Pending,0.69,2.95,360,Medium
09364696,37,130919,Self-employed,610,3,457238,Personal,Rejected,0.76,3.95,24,Low
7def644f,57,92828,Part-time,358,3,132435,Car,Rejected,0.42,3.8,12,High
4aaee5ef,43,118634,Self-employed,761,1,146163,Car,Approved,0.53,2.68,120,Medium
93a3524c,70,69796,Full-time,335,1,327750,Personal,Rejected,0.49,3.73,60,Low
adc70c6c,32,38246,Self-employed,622,5,498279,Home,Rejected,0.5,4.72,36,Medium
e2aeaf1e,42,100466,Self-employed,695,4,243415,Personal,Approved,0.79,5.47,120,Medium
1786e931,59,64094,Part-time,795,3,131634,Education,Approved,0.27,6.27,120,High
b4b67767,41,138068,Part-time,735,0,430448,Education,Approved,0.17,6.69,36,Low
db1c2e06,33,59019,Full-time,649,0,83421,Home,Approved,0.53,12.52,12,Medium
71f65e62,60,32936,Self-employed,381,2,61632,Home,Approved,0.24,14.7,360,Low
5f494288,61,57740,Unemployed,588,3,289447,Education,Approved,0.15,4.69,180,Low
bd168805,38,24873,Self-employed,424,0,334668,Home,Rejected,0.52,5.79,360,Low
2c93b29c,36,137954,Part-time,450,5,496461,Car,Approved,0.66,11.95,60,Low
1150f9ea,61,109261,Unemployed,395,1,317661,Business,Approved,0.2,6.5,240,Low
12d33d0c,47,48328,Part-time,522,3,408066,Business,Approved,0.18,6.83,120,High
e3d366db,35,108411,Full-time,642,4,246184,Home,Approved,0.29,4.35,12,Low
1a065d52,31,47788,Part-time,509,0,262162,Car,Approved,0.21,3.02,12,Medium
b8b82c9c,34,68292,Unemployed,634,4,138081,Home,Approved,0.1,5.59,120,Medium
269fe880,48,55774,Part-time,553,5,56852,Business,Rejected,0.12,7.22,240,Low
cf33d1b2,65,58873,Part-time,843,0,208762,Education,Approved,0.48,4.14,48,Low
64ddb160,51,86206,Unemployed,676,5,67436,Personal,Approved,0.2,12.11,24,Medium
669f4086,28,99304,Self-employed,532,0,287614,Personal,Approved,0.51,7.98,48,Low
2ea7efde,65,76189,Unemployed,525,5,446334,Car,Approved,0.76,5.65,60,Medium
91597d04,24,98577,Unemployed,426,3,126054,Education,Approved,0.78,10.9,12,Low
b4d83501,18,143280,Part-time,574,3,394548,Car,Approved,0.34,11.9,120,Low
bdb51725,55,46429,Self-employed,817,2,418143,Home,Approved,0.7,7.6,12,Low
ce7e9357,50,139392,Full-time,791,2,428653,Education,Pending,0.35,7.77,180,Medium
2e17b115,28,113857,Self-employed,753,3,335057,Business,Rejected,0.29,12.03,48,High
d8d4af17,47,126671,Part-time,616,5,218572,Business,Rejected,0.36,5.84,120,Low
6a1ed43e,18,67789,Unemployed,532,3,373529,Personal,Pending,0.68,14.25,60,Low
148a61a3,37,49213,Unemployed,663,5,101358,Home,Approved,0.69,11.54,360,Low
2ebf85a8,56,85961,Unemployed,802,0,264813,Education,Approved,0.46,10.88,12,Low
c5d183b9,35,21711,Self-employed,808,2,335884,Business,Approved,0.79,4.67,180,Low
63a6d690,47,98339,Self-employed,661,2,117067,Car,Rejected,0.63,8.23,12,Medium
58a12c88,57,77388,Part-time,707,4,12974,Education,Approved,0.78,5.26,240,High
a8ed261b,20,144710,Part-time,371,4,130921,Personal,Rejected,0.47,11.13,36,Medium
2a7e72a1,35,86715,Part-time,473,0,458873,Personal,Rejected,0.16,9.67,12,Low
801722b1,56,118811,Self-employed,833,5,165583,Personal,Approved,0.28,7.98,48,Low
cd0e8067,41,107822,Part-time,529,1,491837,Personal,Approved,0.49,6.5,360,High
0c9fc846,34,109487,Part-time,455,4,427070,Education,Approved,0.43,13.68,48,Low
35975db5,27,24302,Part-time,309,0,227141,Car,Approved,0.33,12.6,120,Low
819b9720,54,34227,Full-time,790,0,216119,Business,Approved,0.73,5.09,24,Medium
93a6153d,33,83368,Full-time,431,0,376334,Home,Rejected,0.16,13.3,240,Medium
b7f7c845,68,50509,Unemployed,778,4,457526,Personal,Approved,0.47,3.43,240,Low
0e18a169,21,61770,Part-time,470,1,179632,Personal,Approved,0.41,3.39,12,High
91fa39c2,28,45052,Self-employed,798,2,381930,Education,Rejected,0.39,9.77,180,Low
f8411a30,25,69570,Full-time,399,4,322101,Education,Approved,0.42,3.73,240,Low
666dffae,22,27281,Full-time,401,2,364258,Business,Approved,0.6,3.55,24,Low
8baca294,24,120185,Part-time,542,5,263432,Business,Approved,0.26,6.4,180,High
4a85547e,22,73626,Unemployed,768,5,176794,Business,Approved,0.52,10.12,36,Medium
61cc58f0,28,143345,Self-employed,629,2,374427,Car,Rejected,0.33,12.97,60,High
c86e007c,55,102965,Unemployed,841,4,95522,Business,Pending,0.61,11.81,120,High
37b7436f,38,106631,Unemployed,382,4,192330,Home,Pending,0.21,12.02,240,Medium
df050b33,66,93453,Unemployed,744,4,248104,Business,Rejected,0.36,13.33,24,Medium
c3c7bb58,40,119364,Unemployed,477,0,146833,Personal,Approved,0.42,12.53,60,High
55d03032,29,96092,Part-time,518,0,411284,Education,Approved,0.77,4.45,120,Low
7802d707,18,84032,Part-time,564,2,251917,Personal,Approved,0.77,7.4,12,Low
ef32fae8,31,126911,Part-time,364,3,21991,Education,Approved,0.37,6.62,120,High
607bed28,37,50844,Self-employed,408,4,209941,Business,Approved,0.3,8.13,24,Low
b57fef3f,44,94405,Self-employed,345,1,11279,Home,Rejected,0.75,9.1,12,High
1ee0ca71,64,41931,Unemployed,635,0,141952,Car,Rejected,0.59,10.14,360,Low
637d1fb3,57,70434,Full-time,595,2,211357,Education,Pending,0.21,14.17,36,Medium
dafe5322,67,54979,Self-employed,666,4,193802,Business,Pending,0.64,12.09,360,High
483ac414,67,144127,Unemployed,428,0,212377,Personal,Rejected,0.45,3.71,180,Low
aa6cf283,68,40144,Part-time,709,3,340746,Business,Approved,0.65,13.02,120,Medium
f457032a,69,102707,Part-time,322,4,323966,Car,Approved,0.28,5.24,360,Medium
2d3be031,34,37819,Full-time,342,5,68070,Business,Approved,0.77,3.68,24,Medium
31f35390,23,25303,Unemployed,321,4,351996,Personal,Approved,0.14,11.31,36,Low
f466563b,30,147654,Full-time,606,5,176864,Home,Approved,0.14,4.8,12,High
5da5328b,49,39450,Part-time,406,3,250734,Personal,Rejected,0.64,6.12,60,Low
4673ee88,67,84392,Unemployed,518,1,450388,Business,Rejected,0.5,6.89,36,Medium
7ad5b332,40,115242,Unemployed,453,0,355785,Education,Pending,0.31,14.2,360,Low
fa19a6ae,19,136731,Full-time,368,2,132413,Car,Rejected,0.5,10.42,360,Low
1d917b23,62,21032,Self-employed,522,1,78253,Business,Approved,0.35,11.56,24,Low
32429670,60,124185,Self-employed,598,4,147688,Education,Approved,0.13,13.04,36,Medium
39746618,61,144881,Full-time,481,5,134675,Business,Approved,0.38,14.24,24,High
e704e2a3,26,94392,Part-time,726,0,156337,Car,Rejected,0.77,6.38,36,Low
6d91b51a,23,24606,Full-time,547,0,158773,Home,Approved,0.48,8.06,48,Medium
025b6c0c,52,117042,Unemployed,603,4,244731,Home,Approved,0.48,8.44,24,Medium
39335cb5,42,79622,Self-employed,368,0,272385,Personal,Rejected,0.44,14.14,12,Low
cd6f2205,19,99572,Part-time,746,2,394256,Personal,Approved,0.43,14.74,240,Low
687ce6f5,29,37801,Full-time,403,0,433657,Business,Approved,0.55,8.4,24,Low
cfed8402,55,119019,Full-time,727,2,159226,Car,Approved,0.11,13.45,36,Low
5951476e,70,27053,Self-employed,471,3,121867,Education,Rejected,0.53,3.48,60,Medium
9a2ad08d,63,132186,Self-employed,453,2,162252,Business,Approved,0.68,10.37,240,Low
f5b05994,58,139200,Part-time,682,0,239357,Business,Pending,0.4,8.73,36,Low
539d9dfa,49,80653,Full-time,461,5,262405,Business,Pending,0.18,7.5,12,Medium
60a394a3,32,123751,Self-employed,850,0,136616,Home,Approved,0.22,10.14,120,Low
b21658c5,45,23188,Self-employed,445,1,483252,Business,Approved,0.63,7.4,360,Medium
f11dc4fd,53,110637,Full-time,706,0,450597,Education,Approved,0.2,14.18,360,Low
2729f957,35,118894,Part-time,720,2,48863,Home,Approved,0.11,6.18,120,Low
b046cd5b,27,50378,Full-time,802,1,296827,Home,Rejected,0.54,8.74,180,Medium
0b9acc3f,60,79989,Part-time,594,0,494475,Business,Approved,0.31,5.46,240,Medium
266d7b0c,29,101000,Part-time,597,4,391429,Personal,Approved,0.76,13.4,240,Low
71fd41fc,46,87214,Part-time,809,1,302725,Car,Approved,0.57,8.47,360,High
aa22b2f4,37,132250,Self-employed,612,2,275530,Business,Approved,0.65,14.66,24,Low
4915ffde,38,71609,Full-time,465,4,475413,Home,Approved,0.16,8.89,60,Low
9dc8faa1,68,147541,Part-time,608,1,334077,Home,Pending,0.49,7.03,360,Medium
6a8bb23e,21,75332,Unemployed,384,3,389288,Education,Rejected,0.72,6.12,48,Low
104b1395,29,25191,Self-employed,435,3,50485,Home,Approved,0.3,2.88,180,Low
b90f19a5,23,147325,Self-employed,511,2,70778,Business,Approved,0.35,11.99,48,Low
5f8071dc,52,51358,Part-time,394,0,498225,Education,Approved,0.51,8.83,48,High
dd0c7684,37,100462,Unemployed,315,4,172371,Personal,Rejected,0.1,11.21,240,Low
b8862bf3,67,21233,Unemployed,517,4,183708,Education,Approved,0.69,8.41,36,Low
1c9c30ec,61,20669,Full-time,336,2,112934,Personal,Approved,0.26,2.73,36,Medium
78883a7c,25,68639,Full-time,493,2,362587,Education,Pending,0.69,10.93,60,Low
23094a80,70,81614,Self-employed,535,1,469223,Personal,Rejected,0.34,2.95,120,Low
3cc5ed8d,55,33441,Unemployed,610,3,353931,Home,Approved,0.34,2.96,48,Low
88a0f263,55,130692,Part-time,395,2,154582,Home,Approved,0.32,4.82,120,Medium
dd42f067,54,23054,Unemployed,815,3,38984,Business,Rejected,0.79,2.57,36,High
401311d8,34,52339,Unemployed,796,2,199529,Car,Rejected,0.36,9.36,240,Medium
d10b7d00,58,48467,Unemployed,516,1,279100,Car,Approved,0.67,7.59,120,High
cb49f511,26,147176,Self-employed,453,1,151428,Business,Approved,0.67,14.8,360,Medium
5e36d280,65,112886,Unemployed,373,3,366256,Personal,Approved,0.43,8.39,12,High
964f31a2,46,109709,Full-time,713,3,431306,Business,Approved,0.3,5.4,60,Low
c244a62e,23,56702,Unemployed,679,1,40005,Personal,Rejected,0.7,7.27,24,High
46af59da,21,32870,Unemployed,450,1,13454,Car,Approved,0.34,4.48,360,Medium
f508c544,31,105296,Unemployed,722,4,284116,Car,Rejected,0.26,11.2,48,Low
6c610f8c,19,68059,Full-time,821,4,255997,Education,Pending,0.74,6.8,60,Low
68cc0c06,19,120975,Self-employed,558,0,108952,Home,Rejected,0.74,9.22,24,Low
1bbeef5b,31,123181,Unemployed,825,2,274465,Car,Approved,0.3,13.66,48,Low
8d885e13,59,126924,Full-time,581,4,129497,Car,Approved,0.18,13.92,180,High
9b6a1e8b,35,85702,Part-time,481,4,406003,Personal,Rejected,0.6,7.83,120,Medium
309246b0,31,75418,Self-employed,526,4,148668,Business,Rejected,0.59,8.59,12,Medium
9178d3bf,51,117103,Part-time,528,5,448383,Car,Rejected,0.38,11.08,24,Low
fff15b4a,29,112305,Self-employed,529,5,125152,Business,Approved,0.39,14.9,24,Low
64bb7475,59,48491,Full-time,434,2,333819,Home,Pending,0.33,13.25,48,Low
9bdb442a,53,144225,Self-employed,411,4,436002,Car,Approved,0.1,4.35,60,Medium
1efdfe2e,25,28645,Self-employed,324,4,343806,Home,Approved,0.71,12.2,48,Low
a7396f7e,35,52422,Full-time,522,4,130107,Business,Rejected,0.25,2.89,36,High
8f5ece64,45,66074,Part-time,804,0,233754,Home,Pending,0.29,4.07,24,Medium
2accf965,38,118031,Part-time,396,1,230908,Home,Approved,0.74,9.79,48,Low
5b1dc7f5,47,70044,Self-employed,451,5,95885,Business,Rejected,0.73,13.05,180,Low
34848a50,46,89331,Self-employed,608,5,237647,Personal,Approved,0.44,10.04,360,High
a669806e,43,78532,Unemployed,742,1,43018,Education,Approved,0.53,11.32,240,Low
a89f89ca,36,21456,Unemployed,741,1,27613,Personal,Approved,0.64,12.98,180,Low
d8326c88,49,74054,Self-employed,850,2,125057,Business,Pending,0.35,3.04,36,Medium
8fc2d94d,40,129607,Part-time,807,2,433378,Education,Rejected,0.27,6.19,360,High
fd4c2939,38,136132,Unemployed,671,3,445285,Car,Approved,0.63,10.35,24,Medium
233c6830,65,40466,Self-employed,360,0,197501,Business,Approved,0.57,8.76,12,Medium
394ab044,39,34766,Full-time,444,1,62236,Business,Approved,0.75,4.0,360,Low
4693a22d,70,41496,Full-time,662,4,40364,Business,Approved,0.48,7.19,360,Medium
38d6ded7,31,132181,Full-time,781,4,60089,Education,Rejected,0.22,9.01,36,Low
e067bfc1,24,52495,Unemployed,631,2,151215,Car,Approved,0.63,12.59,36,Low
9e98aa5e,24,131758,Unemployed,408,4,213428,Personal,Pending,0.35,3.21,240,Medium
88df5a41,62,144721,Part-time,527,2,199224,Education,Approved,0.34,7.8,360,Low
e4cd12b6,59,108985,Self-employed,535,4,139234,Personal,Approved,0.6,11.93,36,High
a2caa1a0,68,117977,Self-employed,556,2,216730,Personal,Approved,0.64,2.68,48,Medium
b95775f5,43,86039,Self-employed,527,5,319582,Car,Pending,0.21,10.63,180,High
3dd8ab77,69,149367,Full-time,833,0,274347,Home,Approved,0.2,14.94,240,Low
f4833d6c,43,29935,Unemployed,799,3,455759,Car,Approved,0.22,5.61,48,Low
e9d5bf4d,45,48584,Unemployed,774,1,329644,Education,Rejected,0.67,13.12,24,Medium
8b6761bb,56,25136,Unemployed,746,2,372305,Car,Approved,0.45,12.38,180,Medium
59cea07a,22,139803,Full-time,832,2,25061,Personal,Rejected,0.51,12.96,240,Low
a3d68292,50,105826,Full-time,430,2,241602,Car,Approved,0.35,3.86,360,Low
ef886ebc,22,45609,Full-time,501,3,475016,Car,Pending,0.4,8.36,24,High
b4e9b5de,64,134518,Part-time,575,0,275545,Home,Approved,0.51,10.02,60,Low
1e7a502c,70,69390,Self-employed,802,2,236109,Business,Rejected,0.43,10.72,240,Low
f53c4f94,36,24599,Part-time,338,3,161071,Personal,Rejected,0.63,4.61,12,Low
7be6a2c0,33,42153,Part-time,664,1,156890,Personal,Approved,0.5,2.72,120,Medium
4336ac4c,48,37325,Full-time,392,2,354740,Personal,Rejected,0.31,4.49,180,Medium
072cbde8,62,146869,Full-time,844,2,288272,Education,Approved,0.69,9.95,120,High
6033f0af,32,67753,Self-employed,535,4,197417,Home,Approved,0.25,10.51,360,Low
1faafbca,62,102455,Part-time,438,0,163974,Car,Approved,0.18,2.96,240,Low
53587315,29,53539,Part-time,559,3,18914,Personal,Approved,0.41,13.17,24,Medium
0451bd88,62,119197,Part-time,493,0,205989,Home,Pending,0.14,13.4,24,High
752181a4,22,77666,Full-time,454,0,318949,Education,Approved,0.79,5.61,12,High
2a3a6c04,70,89317,Part-time,338,1,352436,Personal,Approved,0.38,6.17,48,High
55320180,40,69140,Part-time,344,3,178325,Car,Approved,0.52,3.63,48,Low
2adb4eab,34,57858,Self-employed,797,3,229788,Home,Pending,0.23,6.23,60,Low
0ce5eab2,31,145904,Self-employed,367,3,67948,Home,Pending,0.58,7.89,240,Low
46c376d6,69,46615,Self-employed,483,3,15979,Personal,Rejected,0.47,7.93,36,High
002216ad,60,73595,Unemployed,334,5,455680,Business,Pending,0.7,10.36,36,Medium
55a6e15e,55,71803,Full-time,621,3,68037,Car,Rejected,0.48,6.38,180,Low
78599e6b,47,30824,Part-time,564,0,90973,Education,Approved,0.74,4.41,240,Low
da06a450,62,74018,Full-time,473,0,39186,Business,Approved,0.26,9.02,240,Medium
0b6f35a7,45,127350,Full-time,585,0,45947,Home,Approved,0.74,6.15,60,Low
79403b3a,50,92807,Unemployed,515,0,217870,Business,Approved,0.5,10.54,240,Low
df021413,37,83738,Full-time,821,3,75154,Personal,Approved,0.42,4.74,120,Low
d6b644b5,43,74891,Part-time,475,3,37211,Home,Approved,0.56,4.31,24,Low
88aad778,34,99354,Unemployed,353,2,365041,Education,Pending,0.34,6.25,360,Medium
1a861c5a,53,110837,Full-time,638,3,454474,Home,Approved,0.28,3.24,12,Low
9f9382ca,53,149344,Unemployed,527,0,56056,Business,Approved,0.52,10.44,120,Low
e3fe6921,23,130441,Unemployed,542,2,164845,Home,Approved,0.68,10.32,36,High
65af64d6,61,94842,Part-time,847,5,50259,Personal,Approved,0.47,4.63,120,Medium
a757301d,41,109304,Self-employed,597,0,111392,Car,Approved,0.5,5.97,120,Medium
1e3b3a6c,30,36360,Full-time,513,2,119883,Car,Approved,0.76,9.44,60,Low
e2a177ac,39,119729,Self-employed,689,5,354962,Home,Approved,0.14,6.59,36,Medium
08866bc8,36,132578,Part-time,605,5,385811,Education,Approved,0.2,8.92,24,Low
f3c2507e,68,125481,Unemployed,755,4,253647,Education,Rejected,0.16,12.95,240,Low
6d1d6585,36,114228,Part-time,482,1,217113,Home,Approved,0.1,13.27,360,High
5b3ff382,45,110985,Full-time,338,1,366152,Education,Pending,0.64,6.07,36,Medium
1e81ffe0,66,56459,Self-employed,322,5,146727,Personal,Rejected,0.44,6.01,12,High
a40daa42,22,91946,Part-time,704,2,72642,Education,Approved,0.45,13.49,24,Low
f40f330f,19,62445,Full-time,365,5,213230,Personal,Rejected,0.12,7.59,48,Low
89a9d70e,38,128269,Unemployed,545,3,464600,Car,Approved,0.67,14.17,240,Medium
702c00eb,27,91088,Unemployed,763,4,71634,Business,Rejected,0.75,3.09,360,Medium
aa83f74a,66,56395,Part-time,735,4,184889,Personal,Approved,0.8,4.03,180,Medium
c20913c2,43,122016,Full-time,304,5,43151,Education,Approved,0.78,9.43,120,Low
cab12dfa,59,76906,Unemployed,629,3,33641,Personal,Approved,0.64,13.04,180,Low
67906a34,52,70118,Self-employed,654,3,264068,Education,Rejected,0.23,11.79,180,Medium
22cec753,33,66522,Part-time,470,1,134526,Education,Rejected,0.72,5.09,12,Low
cb996fd8,23,101007,Self-employed,818,0,91424,Car,Approved,0.16,5.3,180,Low
e92260b4,26,117221,Unemployed,332,1,191529,Car,Approved,0.5,12.67,240,High
d15ddc67,64,77754,Self-employed,717,5,246813,Business,Approved,0.76,3.69,24,High
7148991f,41,135445,Self-employed,805,0,322970,Personal,Approved,0.52,5.12,48,Low
7fb063eb,52,70887,Part-time,751,5,123171,Home,Approved,0.55,10.05,24,Medium
d56fa902,33,42559,Full-time,675,2,14143,Personal,Approved,0.36,11.01,24,Medium
62273547,60,54337,Full-time,546,3,76493,Car,Approved,0.41,11.92,360,Medium
1916c3a5,37,90061,Unemployed,442,4,53886,Personal,Pending,0.8,4.55,120,Low
c2c70873,28,88676,Full-time,397,4,327608,Education,Approved,0.23,6.03,60,High
0d638d0f,62,43643,Self-employed,560,2,350347,Education,Approved,0.15,6.36,60,Low
6bbb57d0,39,28168,Part-time,831,3,65842,Business,Approved,0.15,10.54,180,Low
80dac2e3,58,128957,Full-time,454,4,366734,Business,Rejected,0.18,5.38,36,Low
c9884125,37,135654,Self-employed,351,5,270900,Education,Approved,0.35,9.59,360,High
2bd55dbc,33,140217,Full-time,621,5,63330,Business,Approved,0.56,8.95,24,Low
7a041bc3,39,70005,Full-time,415,4,294905,Home,Approved,0.67,7.26,24,High
e9a63896,48,144674,Full-time,811,3,498946,Business,Approved,0.2,6.81,360,High
1320ce00,56,126772,Self-employed,454,3,12493,Personal,Rejected,0.22,13.21,36,Low
d60f0468,35,130180,Part-time,458,0,452305,Personal,Approved,0.34,4.84,48,High
4a5fd856,41,77901,Part-time,747,2,247924,Personal,Approved,0.46,7.07,24,Medium
6b6f361b,69,138730,Self-employed,699,3,166144,Home,Approved,0.41,8.73,240,Low
064cf593,18,39081,Part-time,530,1,332426,Personal,Approved,0.58,13.51,12,Low
edbadc24,53,116436,Unemployed,412,0,42712,Car,Approved,0.68,2.69,360,Low
880455da,54,60118,Part-time,333,2,148273,Education,Pending,0.54,6.53,12,Medium
8411918a,65,114405,Unemployed,648,2,403765,Home,Pending,0.11,13.12,36,Low
a1771ddd,52,67964,Self-employed,604,1,238811,Personal,Pending,0.39,14.05,24,Medium
ec0393ba,47,149869,Unemployed,344,3,286215,Personal,Pending,0.1,2.51,24,High
54301e53,19,31268,Self-employed,632,2,96380,Home,Approved,0.17,12.56,240,High
c964f3e8,68,124444,Unemployed,430,2,402145,Home,Approved,0.78,4.92,60,Medium
e4e97fc2,32,111469,Unemployed,512,0,288808,Education,Rejected,0.43,13.11,36,Medium
03709ea6,38,148136,Self-employed,794,5,225885,Home,Approved,0.14,4.63,36,Medium
6a3ab4dc,40,133942,Unemployed,648,1,116020,Education,Approved,0.41,5.25,12,Low
1565dc52,53,94561,Full-time,670,1,57716,Home,Approved,0.69,12.33,36,High
1f9dfb68,53,47939,Unemployed,666,2,18135,Home,Approved,0.67,8.19,12,Medium
c1e59060,28,128602,Unemployed,724,5,399168,Personal,Approved,0.62,10.51,60,Low
a527f8a6,34,134197,Part-time,741,1,351167,Car,Approved,0.66,9.23,240,Low
dd50d3b6,45,104023,Self-employed,760,2,18278,Personal,Approved,0.19,3.49,60,Medium
f15c4e13,57,90776,Part-time,786,0,478224,Car,Approved,0.34,3.18,48,Low
0253278d,42,54844,Full-time,685,1,466845,Business,Approved,0.13,6.84,180,Medium
6ee0a126,35,68845,Part-time,451,0,296285,Car,Approved,0.77,5.72,240,High
d02da2f1,45,110644,Full-time,628,0,262193,Home,Rejected,0.57,3.77,48,Low
07c917ef,60,129205,Full-time,399,2,93492,Home,Approved,0.61,10.7,24,Medium
d935aca4,44,124604,Unemployed,341,4,143116,Personal,Approved,0.46,8.86,120,High
12b0b180,63,114046,Self-employed,621,1,103619,Home,Rejected,0.63,10.51,36,High
bf117591,19,124503,Part-time,504,1,132341,Education,Pending,0.22,14.0,360,Low
b58400c5,50,116230,Self-employed,466,2,305749,Personal,Approved,0.55,6.66,24,Low
aec7a887,18,74361,Unemployed,665,4,356498,Business,Approved,0.36,11.31,360,Low
cbf5239f,33,119405,Full-time,631,2,189749,Car,Approved,0.1,4.55,360,Low
ca7a59dc,22,26136,Part-time,309,4,432207,Home,Approved,0.3,14.08,120,Low
628144c0,18,107162,Unemployed,715,5,477095,Car,Approved,0.54,5.53,48,Low
0119a73a,30,135991,Unemployed,721,3,387530,Car,Rejected,0.32,10.78,360,Low
52872eb6,20,21448,Unemployed,494,2,33000,Personal,Approved,0.56,14.4,360,High
fa5a15dc,70,107717,Part-time,432,5,170352,Education,Approved,0.79,4.56,48,Low
31ac6ca4,47,133708,Part-time,714,3,475312,Car,Rejected,0.78,7.85,120,Low
51f86cae,61,68507,Unemployed,365,0,391522,Education,Approved,0.43,9.8,36,High
958346a0,57,92792,Part-time,601,3,179396,Home,Pending,0.11,11.74,180,Low
a7b3c930,59,39054,Part-time,785,2,400232,Education,Rejected,0.59,8.98,360,Low
54f338d3,70,50502,Unemployed,431,1,149400,Education,Approved,0.56,12.29,24,Low
a319a673,30,67371,Part-time,302,1,50744,Business,Approved,0.34,7.79,36,High
e518306b,22,47935,Part-time,608,5,454875,Business,Rejected,0.43,10.63,12,Medium
e728bdc4,31,95111,Unemployed,534,1,379052,Business,Approved,0.39,10.65,36,Low
6b68cc7d,35,137715,Part-time,317,3,394875,Education,Rejected,0.4,10.78,24,Medium
c2760cc9,66,139746,Full-time,466,1,381915,Education,Rejected,0.76,10.46,24,Low
76548cb3,40,94210,Full-time,332,1,245643,Education,Approved,0.51,2.84,48,Low
9fdbb505,21,55052,Self-employed,728,5,408880,Education,Approved,0.31,8.87,180,Medium
f321db4c,67,86734,Unemployed,346,4,186790,Car,Rejected,0.63,15.0,120,Medium
5d0a9127,53,58862,Full-time,557,3,239061,Car,Rejected,0.14,13.39,24,Low
ebb4e66b,19,26336,Full-time,608,2,278851,Personal,Approved,0.72,8.74,240,Medium
299ab4c1,45,75641,Self-employed,662,4,104708,Business,Approved,0.54,6.87,48,High
cdff13ec,21,132766,Self-employed,698,5,451004,Business,Approved,0.35,4.44,36,Low
6cf06ef6,68,119373,Full-time,634,1,100437,Home,Approved,0.7,10.45,24,High
697a60bd,61,147869,Self-employed,366,5,470530,Car,Rejected,0.48,7.71,240,Low
f4f235bc,42,102991,Unemployed,650,2,366360,Education,Rejected,0.47,11.45,36,High
