Customer_ID,Age,Gender,Income,Location,Last_Transaction,Frequent_Merchant,Average_Monthly_Spend,Social_Media_Platform,Engagement_Score,Customer_Feedback,Review_Score,Credit_Score,Existing_Loans,Loan_Offer,Food_Expense,Entertainment_Expense,Bills_Expense,Savings_Expense,Fraud_Score,Financial_Advice,Investment_Profile
CUST-0477,44,Female,1641140,Pune,5860,Amazon,26459,Facebook,57,Negative,2,703,4,Car Loan,1577,4973,46790,23149,40,Invest in Mutual Funds,Bonds
CUST-0478,34,Male,1332399,Delhi,2163,Big Bazaar,90427,Instagram,38,Neutral,4,643,4,Credit Card Offer,19844,3625,14828,28734,97,Consider a Loan,Bonds
CUST-0479,69,Female,1037578,Mumbai,4232,Amazon,25159,Facebook,39,Neutral,1,651,3,Home Loan,15518,2694,7381,7104,94,Increase Savings,Bonds
CUST-0480,69,Male,531107,Kolkata,9581,DMart,56050,Twitter,38,Neutral,2,480,3,Credit Card Offer,15556,2999,20845,45678,12,Invest in Mutual Funds,Bonds
CUST-0481,72,Female,418822,Delhi,3422,Reliance Digital,92977,Facebook,94,Positive,5,841,1,Home Loan,1160,1537,19710,10434,21,Invest in Mutual Funds,Gold
CUST-0482,69,Male,1910847,Ahmedabad,1708,Amazon,34431,LinkedIn,44,Neutral,2,724,1,Personal Loan,12699,6724,41647,12082,89,Reduce Spending,Fixed Deposits
CUST-0483,56,Female,1601523,Hyderabad,7554,DMart,13638,Instagram,18,Positive,1,792,1,Credit Card Offer,3924,9551,15596,12488,12,Invest in Mutual Funds,Fixed Deposits
CUST-0484,25,Female,475514,Ahmedabad,105,Myntra,41466,Instagram,2,Negative,2,849,0,Personal Loan,18758,2251,14067,30862,60,Consider a Loan,Fixed Deposits
CUST-0485,75,Male,2183838,Ahmedabad,6408,Amazon,70921,Twitter,87,Negative,3,459,3,Car Loan,16952,13918,33191,44084,87,Reduce Spending,Stocks
CUST-0486,60,Male,1985170,Ahmedabad,5908,Myntra,78429,Twitter,81,Neutral,3,398,5,Credit Card Offer,12947,13332,16005,28893,80,Reduce Spending,Fixed Deposits
CUST-0487,19,Male,538291,Jaipur,6497,DMart,96292,Facebook,91,Positive,3,340,0,Home Loan,13999,6401,45678,5501,88,Reduce Spending,Bonds
CUST-0488,67,Male,1363570,Lucknow,5307,Flipkart,67358,LinkedIn,84,Neutral,2,654,2,Car Loan,766,6219,26327,28465,47,Consider a Loan,Stocks
CUST-0489,51,Male,1859262,Delhi,4781,Amazon,73782,Instagram,34,Neutral,1,341,2,Credit Card Offer,16797,10949,36728,4795,58,Increase Savings,Gold
CUST-0490,60,Male,2143706,Jaipur,6200,Myntra,30646,Facebook,33,Negative,5,476,4,Home Loan,11946,4347,28991,9175,85,Reduce Spending,Bonds
CUST-0491,49,Male,566011,Jaipur,8452,Myntra,91605,Facebook,98,Positive,4,610,3,Credit Card Offer,13037,4907,46522,22677,17,Reduce Spending,Bonds
CUST-0492,74,Male,346418,Mumbai,2102,Reliance Digital,46086,Instagram,42,Positive,3,713,3,Home Loan,11162,5626,23670,41372,99,Invest in Mutual Funds,Fixed Deposits
CUST-0493,55,Male,2050841,Mumbai,5772,Big Bazaar,98518,LinkedIn,44,Positive,4,506,4,Credit Card Offer,18185,6424,23883,10545,49,Increase Savings,Bonds
CUST-0494,65,Female,2164177,Lucknow,952,Flipkart,86552,Facebook,50,Positive,2,625,0,Personal Loan,17155,2714,26983,9268,80,Reduce Spending,Fixed Deposits
CUST-0495,54,Male,959915,Pune,606,Reliance Digital,66029,Twitter,96,Neutral,1,312,5,Car Loan,12352,10739,48085,31939,89,Consider a Loan,Gold
CUST-0496,55,Female,1094029,Ahmedabad,9626,Myntra,96692,Twitter,17,Positive,5,728,1,Personal Loan,2991,5413,24803,15243,83,Reduce Spending,Bonds
CUST-0497,72,Male,1444936,Delhi,5186,Myntra,33145,Instagram,57,Neutral,3,691,0,Personal Loan,2914,11677,23334,16098,63,Increase Savings,Fixed Deposits
CUST-0498,72,Male,1080462,Delhi,441,Reliance Digital,99262,Instagram,30,Neutral,3,564,2,Credit Card Offer,3964,10517,28203,4791,13,Invest in Mutual Funds,Fixed Deposits
CUST-0499,34,Female,888751,Pune,1674,Myntra,34331,Facebook,13,Negative,5,407,4,Credit Card Offer,13679,3205,30934,18582,40,Invest in Mutual Funds,Fixed Deposits
CUST-0500,58,Female,519128,Mumbai,437,Myntra,88686,Twitter,55,Positive,3,766,3,Car Loan,1020,8072,28483,5398,45,Invest in Mutual Funds,Fixed Deposits
CUST-0501,73,Female,2166615,Jaipur,7772,Big Bazaar,55004,Instagram,20,Positive,4,392,5,Personal Loan,1477,14149,27519,46315,21,Consider a Loan,Fixed Deposits
CUST-0502,53,Male,513332,Mumbai,8141,Myntra,67317,Facebook,45,Neutral,4,393,0,Personal Loan,17965,10698,19216,30401,71,Reduce Spending,Stocks
CUST-0503,22,Female,523346,Ahmedabad,1526,Amazon,40580,Instagram,96,Negative,3,772,5,Personal Loan,8621,2080,10260,33282,78,Increase Savings,Fixed Deposits
CUST-0504,22,Female,2349032,Pune,6743,Big Bazaar,85233,Facebook,12,Positive,3,662,1,Car Loan,6599,8491,46311,14201,9,Reduce Spending,Bonds
CUST-0505,56,Male,727952,Lucknow,9788,Flipkart,54169,Facebook,11,Neutral,3,510,1,Credit Card Offer,7262,4477,32522,34991,92,Consider a Loan,Stocks
CUST-0506,26,Male,1733021,Delhi,9393,DMart,14441,Instagram,51,Neutral,4,716,0,Home Loan,925,14170,29918,23283,1,Invest in Mutual Funds,Gold
CUST-0507,38,Female,1206937,Kolkata,9338,Amazon,31561,LinkedIn,21,Negative,4,664,5,Credit Card Offer,4975,13483,22733,31360,36,Reduce Spending,Stocks
CUST-0508,60,Male,391838,Chennai,8668,Myntra,33275,Instagram,93,Negative,2,449,4,Home Loan,15042,1426,9209,17252,8,Increase Savings,Fixed Deposits
CUST-0509,61,Male,619193,Delhi,910,Amazon,35140,Instagram,4,Neutral,2,300,3,Car Loan,12768,877,25015,34362,51,Invest in Mutual Funds,Gold
CUST-0510,22,Female,601323,Bangalore,9373,Flipkart,80770,Instagram,36,Neutral,2,447,4,Personal Loan,7738,14385,10349,16627,41,Reduce Spending,Stocks
CUST-0511,21,Male,1218252,Bangalore,7320,Flipkart,83153,Twitter,25,Negative,2,585,4,Personal Loan,643,3520,13336,30330,54,Consider a Loan,Bonds
CUST-0512,69,Female,437564,Hyderabad,3631,Myntra,28817,Instagram,50,Positive,2,517,2,Personal Loan,6729,8691,47055,27281,68,Increase Savings,Stocks
CUST-0513,20,Female,2357147,Bangalore,6514,Flipkart,5120,LinkedIn,69,Negative,2,641,0,Credit Card Offer,6291,9665,17547,42240,34,Increase Savings,Bonds
CUST-0514,24,Male,661394,Mumbai,7254,Big Bazaar,53742,LinkedIn,88,Positive,5,557,1,Car Loan,11911,5322,2085,49848,49,Invest in Mutual Funds,Fixed Deposits
CUST-0515,72,Male,2206658,Lucknow,7596,Flipkart,52137,LinkedIn,52,Negative,2,535,5,Home Loan,15269,2312,13328,19863,47,Increase Savings,Bonds
CUST-0516,57,Male,1179303,Delhi,7703,Myntra,22787,Twitter,53,Neutral,5,821,2,Car Loan,8215,11684,38792,29193,78,Consider a Loan,Stocks
CUST-0517,75,Male,908567,Bangalore,3967,DMart,51530,Twitter,98,Neutral,5,757,0,Credit Card Offer,2495,8286,12198,22524,63,Consider a Loan,Gold
CUST-0518,67,Female,2112451,Jaipur,5092,DMart,91293,Twitter,38,Positive,2,806,5,Home Loan,13037,674,49481,26098,13,Reduce Spending,Fixed Deposits
CUST-0519,48,Female,1244362,Delhi,1436,Myntra,48956,Instagram,87,Negative,3,360,3,Home Loan,7986,12564,27959,35275,13,Increase Savings,Fixed Deposits
CUST-0520,63,Male,1572483,Lucknow,7600,Reliance Digital,39342,Instagram,54,Neutral,5,533,5,Credit Card Offer,11643,4883,38787,31354,41,Invest in Mutual Funds,Fixed Deposits
CUST-0521,29,Male,506258,Bangalore,9539,Myntra,47298,Instagram,81,Positive,2,418,5,Credit Card Offer,17309,2482,22267,11104,84,Increase Savings,Gold
CUST-0522,62,Male,1792055,Mumbai,7687,DMart,74412,LinkedIn,7,Negative,3,363,3,Car Loan,19035,1246,40312,39084,39,Reduce Spending,Gold
CUST-0523,18,Female,2416437,Lucknow,6265,DMart,82281,LinkedIn,9,Negative,3,373,5,Personal Loan,4094,7411,24357,1636,59,Consider a Loan,Fixed Deposits
CUST-0524,53,Female,1901444,Chennai,1653,Flipkart,96862,LinkedIn,68,Negative,3,349,2,Personal Loan,4314,995,12438,47426,92,Increase Savings,Stocks
CUST-0525,65,Male,2441235,Chennai,387,DMart,78245,Instagram,3,Positive,5,540,1,Credit Card Offer,606,1029,8649,35501,86,Invest in Mutual Funds,Fixed Deposits
CUST-0526,71,Male,954180,Kolkata,742,Flipkart,73833,Instagram,12,Negative,4,433,0,Home Loan,16775,2799,3641,27036,25,Invest in Mutual Funds,Bonds
CUST-0527,53,Female,1787550,Kolkata,3209,DMart,47647,Twitter,45,Neutral,5,711,1,Car Loan,5990,2268,46996,4687,44,Reduce Spending,Stocks
CUST-0528,36,Male,2140458,Chennai,1768,Myntra,83328,LinkedIn,80,Negative,4,746,3,Home Loan,16730,4120,49572,2630,94,Reduce Spending,Fixed Deposits
CUST-0529,43,Male,397790,Hyderabad,5098,Myntra,89152,Instagram,21,Neutral,2,833,1,Car Loan,14114,14549,38823,23456,95,Reduce Spending,Fixed Deposits
CUST-0530,42,Female,1831726,Kolkata,4676,Big Bazaar,91861,LinkedIn,71,Negative,1,732,5,Car Loan,7673,12577,36959,28605,79,Reduce Spending,Gold
CUST-0531,72,Female,1851363,Delhi,1788,Amazon,52729,Twitter,100,Negative,5,397,4,Credit Card Offer,8839,13925,12293,10456,36,Reduce Spending,Gold
CUST-0532,54,Male,1325844,Kolkata,1449,Flipkart,26791,Facebook,20,Neutral,3,479,1,Home Loan,2888,6161,1366,42471,7,Reduce Spending,Gold
CUST-0533,38,Female,2313674,Hyderabad,3769,Big Bazaar,51215,Twitter,91,Neutral,3,329,0,Personal Loan,1328,2256,10052,4994,20,Increase Savings,Stocks
CUST-0534,53,Female,1163333,Mumbai,3444,Big Bazaar,33145,Facebook,50,Neutral,2,328,4,Credit Card Offer,8323,1930,12820,47134,31,Consider a Loan,Bonds
CUST-0535,56,Female,1280029,Jaipur,5090,Amazon,8135,Facebook,89,Neutral,3,686,2,Home Loan,11964,3398,30958,17626,62,Reduce Spending,Gold
CUST-0536,38,Male,1194861,Hyderabad,1519,Flipkart,57799,LinkedIn,55,Positive,2,504,2,Car Loan,4849,11703,35953,39172,70,Consider a Loan,Fixed Deposits
CUST-0537,60,Female,2339706,Bangalore,7426,Myntra,35038,LinkedIn,60,Positive,2,629,4,Credit Card Offer,8475,5278,25596,34566,8,Increase Savings,Fixed Deposits
CUST-0538,42,Female,2386809,Chennai,8679,Myntra,42571,LinkedIn,38,Positive,5,644,0,Car Loan,17871,2375,26175,42754,44,Reduce Spending,Stocks
CUST-0539,64,Female,2479240,Kolkata,9622,Big Bazaar,6280,LinkedIn,1,Neutral,3,302,1,Credit Card Offer,13476,14683,27677,22812,42,Invest in Mutual Funds,Gold
CUST-0540,47,Female,1829115,Kolkata,6159,Reliance Digital,51944,Twitter,97,Positive,3,822,0,Personal Loan,9591,3760,31963,39516,79,Consider a Loan,Gold
CUST-0541,38,Female,2310777,Chennai,2378,Big Bazaar,86790,Facebook,9,Neutral,2,733,5,Car Loan,14403,3273,31143,8826,64,Increase Savings,Stocks
CUST-0542,49,Female,2165161,Delhi,2176,Reliance Digital,69382,Facebook,32,Positive,2,482,0,Credit Card Offer,4462,8128,9238,46028,56,Consider a Loan,Gold
CUST-0543,55,Male,1955620,Kolkata,8420,Flipkart,16927,Instagram,29,Neutral,3,538,4,Car Loan,12073,10519,26878,4293,85,Consider a Loan,Fixed Deposits
CUST-0544,69,Female,481825,Jaipur,3835,Reliance Digital,10823,LinkedIn,39,Neutral,4,714,0,Credit Card Offer,12868,14218,14966,11916,51,Invest in Mutual Funds,Fixed Deposits
CUST-0545,39,Female,1521218,Mumbai,2328,DMart,66716,LinkedIn,8,Negative,4,367,5,Credit Card Offer,19036,6223,37966,23420,67,Increase Savings,Stocks
CUST-0546,70,Male,2432897,Pune,5678,Amazon,15015,Facebook,67,Negative,1,727,3,Home Loan,15971,1658,10563,29751,96,Consider a Loan,Bonds
CUST-0547,56,Female,2164388,Mumbai,8893,Big Bazaar,22946,Facebook,72,Positive,2,667,0,Home Loan,1013,13076,16803,20248,46,Reduce Spending,Bonds
CUST-0548,20,Female,2160902,Kolkata,2039,Flipkart,54992,Instagram,1,Negative,3,743,3,Car Loan,1738,12333,14296,39940,70,Consider a Loan,Fixed Deposits
CUST-0549,23,Female,2013050,Hyderabad,2593,Amazon,46659,Facebook,74,Negative,5,307,2,Credit Card Offer,12540,8349,2939,3368,33,Increase Savings,Bonds
CUST-0550,67,Male,1086010,Pune,4435,DMart,13787,LinkedIn,8,Neutral,2,801,3,Home Loan,13514,7295,1597,18697,82,Increase Savings,Bonds
CUST-0551,30,Female,843271,Kolkata,1577,Myntra,76356,Twitter,77,Neutral,1,337,2,Home Loan,17188,12347,7441,2660,81,Consider a Loan,Bonds
CUST-0552,19,Male,908203,Pune,1645,DMart,92934,Twitter,99,Neutral,5,497,5,Credit Card Offer,7064,6291,15936,28919,52,Consider a Loan,Bonds
CUST-0553,22,Female,510054,Kolkata,7205,Reliance Digital,86340,Facebook,12,Positive,1,807,0,Personal Loan,7730,1011,48737,10117,33,Reduce Spending,Fixed Deposits
CUST-0554,42,Female,1421528,Mumbai,4523,Myntra,58226,Twitter,83,Positive,4,612,1,Car Loan,18598,11218,14558,41850,42,Invest in Mutual Funds,Fixed Deposits
CUST-0555,34,Female,1890587,Ahmedabad,1016,Myntra,38977,Facebook,35,Negative,2,601,3,Credit Card Offer,7536,11019,16179,22421,55,Invest in Mutual Funds,Gold
CUST-0556,22,Male,753857,Delhi,6023,Big Bazaar,87916,Instagram,77,Positive,2,508,1,Credit Card Offer,5193,14619,35593,2045,14,Consider a Loan,Fixed Deposits
CUST-0557,32,Female,1874148,Delhi,1009,Myntra,54604,Facebook,79,Neutral,1,334,4,Credit Card Offer,4362,7032,1273,41479,10,Increase Savings,Stocks
CUST-0558,72,Female,2137706,Delhi,5531,Amazon,33838,Twitter,47,Neutral,2,445,4,Home Loan,1628,4111,28213,29520,94,Reduce Spending,Gold
CUST-0559,21,Female,1220293,Kolkata,6252,Big Bazaar,30524,Instagram,32,Neutral,5,773,4,Home Loan,15538,14737,32251,29068,23,Reduce Spending,Stocks
CUST-0560,45,Male,671796,Kolkata,3061,Big Bazaar,69762,Facebook,41,Negative,3,756,4,Personal Loan,12417,8981,22073,5005,88,Consider a Loan,Bonds
CUST-0561,33,Female,2381532,Pune,8738,Flipkart,30697,Facebook,7,Negative,3,688,0,Credit Card Offer,6465,3802,20168,5724,32,Consider a Loan,Bonds
CUST-0562,75,Male,1518030,Pune,5603,Flipkart,96605,Twitter,15,Positive,5,728,5,Car Loan,7537,5756,18017,35839,31,Increase Savings,Stocks
CUST-0563,43,Male,694151,Lucknow,4486,Big Bazaar,71999,Instagram,45,Negative,3,846,1,Personal Loan,17744,13541,29064,33456,9,Invest in Mutual Funds,Fixed Deposits
CUST-0564,27,Female,1212460,Kolkata,3198,Amazon,17065,LinkedIn,63,Negative,4,793,0,Credit Card Offer,12416,4831,10110,8422,88,Invest in Mutual Funds,Fixed Deposits
CUST-0565,43,Male,1885268,Delhi,2452,DMart,86231,Twitter,31,Negative,3,689,4,Home Loan,1524,11842,2371,12158,11,Invest in Mutual Funds,Fixed Deposits
CUST-0566,57,Male,2122546,Pune,6775,Reliance Digital,86146,Instagram,56,Positive,3,385,4,Home Loan,16169,13272,48445,16129,45,Increase Savings,Fixed Deposits
CUST-0567,59,Female,1050416,Ahmedabad,1915,Big Bazaar,53759,LinkedIn,62,Negative,3,513,2,Car Loan,4033,2869,7379,5093,79,Consider a Loan,Gold
CUST-0568,44,Female,687334,Lucknow,411,DMart,97998,Instagram,58,Positive,1,724,1,Personal Loan,14098,9594,45475,9887,88,Consider a Loan,Fixed Deposits
CUST-0569,74,Male,319900,Hyderabad,1916,Reliance Digital,58888,LinkedIn,44,Neutral,1,587,0,Home Loan,3275,9899,40240,44631,100,Consider a Loan,Bonds
CUST-0570,38,Female,1172657,Chennai,3979,DMart,78692,LinkedIn,25,Negative,2,451,0,Home Loan,2878,7739,2408,16853,53,Invest in Mutual Funds,Stocks
CUST-0571,52,Male,997859,Delhi,6225,Reliance Digital,72980,Instagram,32,Neutral,2,726,3,Credit Card Offer,14740,12430,16201,49197,72,Consider a Loan,Stocks
CUST-0572,27,Male,1794806,Jaipur,1531,Reliance Digital,26106,Twitter,72,Neutral,4,729,4,Home Loan,7890,8541,36490,17488,39,Consider a Loan,Fixed Deposits
CUST-0573,37,Female,1374472,Jaipur,183,Reliance Digital,98618,LinkedIn,78,Neutral,5,388,1,Car Loan,4901,11613,13878,46132,85,Invest in Mutual Funds,Stocks
CUST-0574,49,Female,1387183,Delhi,6659,Myntra,74785,LinkedIn,55,Neutral,1,495,5,Credit Card Offer,9873,7995,38971,19039,96,Invest in Mutual Funds,Fixed Deposits
CUST-0575,49,Female,2057941,Bangalore,6591,Flipkart,85116,LinkedIn,34,Positive,5,594,4,Car Loan,4375,1103,29427,9138,65,Invest in Mutual Funds,Fixed Deposits
CUST-0576,52,Male,1829137,Bangalore,6696,DMart,38925,LinkedIn,89,Negative,4,749,0,Personal Loan,1790,5396,26300,18877,73,Invest in Mutual Funds,Stocks
CUST-0577,34,Male,1257845,Pune,1253,Flipkart,78542,Instagram,41,Positive,3,329,5,Car Loan,1482,5994,48571,38288,13,Increase Savings,Fixed Deposits
CUST-0578,67,Male,1648731,Hyderabad,3676,Big Bazaar,76800,Twitter,71,Positive,4,670,5,Credit Card Offer,8381,6444,13912,47831,84,Invest in Mutual Funds,Bonds
CUST-0579,57,Female,936922,Jaipur,3915,Reliance Digital,35885,Twitter,92,Positive,2,466,2,Car Loan,11749,602,3583,4126,65,Invest in Mutual Funds,Fixed Deposits
CUST-0580,40,Female,1945592,Pune,3420,Flipkart,39403,LinkedIn,75,Positive,3,677,5,Home Loan,14847,14673,11547,8688,6,Reduce Spending,Bonds
CUST-0581,28,Male,567045,Pune,4878,DMart,72458,Instagram,42,Negative,4,831,1,Home Loan,11178,1403,37269,33182,0,Consider a Loan,Gold
CUST-0582,21,Male,1824482,Kolkata,4741,Amazon,24820,Twitter,9,Negative,2,617,4,Car Loan,3432,1353,30722,28086,36,Invest in Mutual Funds,Gold
CUST-0583,70,Female,783764,Chennai,2358,Big Bazaar,37998,LinkedIn,1,Negative,4,470,2,Credit Card Offer,14072,1689,20612,23904,10,Increase Savings,Gold
CUST-0584,56,Male,1506135,Pune,3146,Reliance Digital,84934,Instagram,43,Neutral,2,780,5,Personal Loan,18500,6071,46014,35521,25,Reduce Spending,Fixed Deposits
CUST-0585,40,Male,2321803,Pune,2090,Reliance Digital,18645,Instagram,6,Negative,2,758,3,Credit Card Offer,13362,9706,3596,5146,67,Consider a Loan,Fixed Deposits
CUST-0586,20,Male,1185974,Hyderabad,4302,Reliance Digital,5343,Twitter,13,Negative,5,582,1,Credit Card Offer,19762,5329,47685,33373,31,Increase Savings,Fixed Deposits
CUST-0587,25,Female,1971857,Lucknow,7026,DMart,18566,Twitter,34,Positive,1,813,5,Car Loan,18921,7770,24648,4068,37,Consider a Loan,Stocks
CUST-0588,39,Female,1597941,Hyderabad,8122,Reliance Digital,42745,Instagram,49,Neutral,5,416,0,Credit Card Offer,1158,8910,26954,39634,59,Consider a Loan,Gold
CUST-0589,29,Female,1195608,Jaipur,9157,Big Bazaar,43226,LinkedIn,79,Positive,5,759,1,Home Loan,16757,3636,13933,19208,76,Reduce Spending,Gold
CUST-0590,75,Female,1630752,Kolkata,1947,Reliance Digital,89819,LinkedIn,51,Negative,2,713,5,Personal Loan,2575,5272,7163,42372,25,Consider a Loan,Stocks
CUST-0591,24,Female,1570095,Ahmedabad,492,Flipkart,51946,Instagram,93,Positive,4,713,0,Credit Card Offer,4410,10006,12675,25404,42,Invest in Mutual Funds,Stocks
CUST-0592,31,Male,2217239,Delhi,3008,Amazon,36788,Facebook,50,Positive,3,594,5,Home Loan,15011,2558,3371,33065,37,Increase Savings,Fixed Deposits
CUST-0593,22,Male,1289728,Hyderabad,7530,Reliance Digital,77921,LinkedIn,71,Positive,3,658,4,Credit Card Offer,11986,3805,31380,44898,62,Consider a Loan,Gold
CUST-0594,67,Male,1044644,Kolkata,7920,Amazon,31921,Facebook,55,Neutral,1,447,3,Credit Card Offer,19138,2266,24669,43909,10,Consider a Loan,Fixed Deposits
CUST-0595,50,Male,774788,Delhi,9079,Reliance Digital,29146,Twitter,1,Negative,1,396,2,Credit Card Offer,15134,5604,39078,6046,38,Invest in Mutual Funds,Fixed Deposits
CUST-0596,70,Male,653870,Jaipur,6333,Myntra,46462,LinkedIn,11,Positive,4,699,2,Car Loan,19494,5514,1190,17904,24,Consider a Loan,Gold
CUST-0597,71,Female,2301564,Jaipur,3952,Big Bazaar,25081,Facebook,22,Neutral,5,843,0,Car Loan,4977,12873,29501,7599,27,Invest in Mutual Funds,Stocks
CUST-0598,51,Female,941078,Mumbai,3615,Myntra,64620,Instagram,58,Neutral,4,501,4,Home Loan,11927,7174,25712,6439,12,Increase Savings,Gold
CUST-0599,52,Female,1288575,Delhi,3544,Flipkart,33287,LinkedIn,2,Negative,1,465,4,Credit Card Offer,12435,14383,45937,31797,28,Invest in Mutual Funds,Fixed Deposits
CUST-0600,71,Female,1671042,Delhi,5589,Amazon,6905,LinkedIn,39,Neutral,4,653,5,Car Loan,17301,3540,32079,30976,26,Reduce Spending,Fixed Deposits
CUST-0601,38,Male,1417989,Mumbai,2186,Myntra,73766,Facebook,48,Neutral,5,523,2,Personal Loan,10320,14935,11388,42341,79,Increase Savings,Bonds
CUST-0602,28,Male,1871118,Hyderabad,1393,Amazon,94562,Facebook,42,Neutral,2,387,1,Home Loan,13133,11806,27579,34018,35,Reduce Spending,Gold
CUST-0603,31,Female,1697743,Mumbai,9769,Flipkart,41831,Twitter,93,Negative,5,553,4,Personal Loan,3601,3793,16406,12773,84,Increase Savings,Stocks
CUST-0604,21,Female,1363038,Hyderabad,3009,Amazon,81559,Twitter,45,Negative,1,567,1,Car Loan,5444,1417,8726,23031,85,Reduce Spending,Gold
CUST-0605,23,Female,1579121,Kolkata,8141,DMart,79745,LinkedIn,5,Positive,5,505,2,Car Loan,15658,2659,49730,48496,72,Reduce Spending,Bonds
CUST-0606,58,Male,931856,Pune,8000,Flipkart,66069,Instagram,5,Neutral,4,561,1,Personal Loan,7672,1944,48643,30969,74,Consider a Loan,Fixed Deposits
CUST-0607,47,Male,712457,Lucknow,6520,Myntra,26067,Instagram,26,Negative,5,400,4,Personal Loan,4186,9568,4333,2941,15,Reduce Spending,Bonds
CUST-0608,18,Female,822119,Pune,3400,Reliance Digital,78963,Instagram,52,Negative,4,640,4,Credit Card Offer,12439,1328,23879,46069,26,Increase Savings,Gold
CUST-0609,54,Male,1676366,Pune,2528,DMart,46274,LinkedIn,91,Neutral,4,453,2,Credit Card Offer,19015,11040,11029,40069,13,Increase Savings,Gold
CUST-0610,73,Male,1230322,Ahmedabad,4251,Flipkart,34174,Twitter,23,Neutral,5,723,5,Car Loan,8329,4654,41821,11006,26,Consider a Loan,Bonds
CUST-0611,62,Male,1139385,Kolkata,6787,Amazon,96680,Twitter,89,Positive,4,640,0,Car Loan,18344,1635,10895,15546,27,Invest in Mutual Funds,Fixed Deposits
CUST-0612,22,Male,1761102,Delhi,8454,Myntra,83722,Instagram,80,Neutral,5,634,5,Home Loan,11543,7466,16496,12473,64,Reduce Spending,Gold
CUST-0613,53,Female,1219842,Ahmedabad,1851,Myntra,82519,Instagram,66,Positive,5,568,0,Credit Card Offer,9067,12378,29047,44079,2,Invest in Mutual Funds,Fixed Deposits
CUST-0614,40,Female,685223,Pune,7716,Amazon,14627,LinkedIn,68,Negative,1,458,1,Credit Card Offer,8895,8940,19765,38021,16,Invest in Mutual Funds,Stocks
CUST-0615,55,Female,1351997,Lucknow,7213,Big Bazaar,57045,Twitter,20,Positive,4,574,2,Car Loan,5523,7339,11972,44100,99,Reduce Spending,Bonds
CUST-0616,43,Female,1049670,Ahmedabad,269,Flipkart,44815,Instagram,14,Positive,2,677,3,Home Loan,15180,10904,23051,7355,78,Consider a Loan,Fixed Deposits
CUST-0617,24,Male,1317180,Kolkata,5528,Amazon,73390,LinkedIn,2,Neutral,3,417,4,Home Loan,4166,14973,32268,36778,90,Consider a Loan,Stocks
CUST-0618,31,Male,2021167,Ahmedabad,2035,Big Bazaar,97636,Instagram,33,Positive,2,775,0,Personal Loan,12384,8946,5162,23419,55,Consider a Loan,Bonds
CUST-0619,34,Male,1590632,Mumbai,9046,Amazon,73954,Twitter,14,Neutral,4,830,2,Personal Loan,9563,1760,4011,34921,72,Reduce Spending,Fixed Deposits
CUST-0620,41,Male,1362221,Pune,723,Flipkart,90913,Facebook,72,Positive,1,771,2,Car Loan,6479,14529,37824,8684,80,Increase Savings,Gold
CUST-0621,65,Male,2008954,Jaipur,831,DMart,41589,LinkedIn,66,Negative,4,626,0,Personal Loan,5452,5858,17494,38642,54,Increase Savings,Bonds
CUST-0622,66,Male,562249,Lucknow,9816,Myntra,43154,Facebook,71,Positive,1,570,4,Credit Card Offer,11647,12520,48726,12351,36,Invest in Mutual Funds,Stocks
CUST-0623,43,Female,2377340,Kolkata,7450,Flipkart,6176,Instagram,8,Negative,5,669,0,Personal Loan,5336,14606,24275,26580,21,Invest in Mutual Funds,Bonds
CUST-0624,52,Female,2472279,Mumbai,1659,Flipkart,38228,Twitter,13,Neutral,4,301,2,Credit Card Offer,17743,9349,8509,21899,43,Consider a Loan,Stocks
CUST-0625,18,Male,1149280,Jaipur,1330,Amazon,37301,Twitter,59,Negative,4,726,5,Car Loan,9442,12477,31637,47175,24,Increase Savings,Fixed Deposits
CUST-0626,69,Male,339193,Pune,1757,Amazon,86065,Twitter,99,Neutral,1,518,4,Credit Card Offer,13354,10323,5003,5553,67,Consider a Loan,Bonds
CUST-0627,23,Female,1209555,Delhi,9814,Reliance Digital,46158,Twitter,35,Positive,1,816,0,Home Loan,2868,4881,8045,8867,22,Reduce Spending,Fixed Deposits
CUST-0628,30,Male,1027680,Ahmedabad,7338,Flipkart,62596,Instagram,76,Negative,1,536,1,Home Loan,1903,6254,21512,35114,86,Consider a Loan,Gold
CUST-0629,68,Female,1191036,Kolkata,2760,Myntra,82500,Twitter,67,Positive,5,689,0,Credit Card Offer,13554,1472,43018,24892,18,Reduce Spending,Gold
CUST-0630,24,Female,671032,Chennai,8762,Flipkart,83426,Twitter,81,Neutral,3,709,3,Credit Card Offer,17427,13091,1449,20963,83,Invest in Mutual Funds,Bonds
CUST-0631,23,Male,2399577,Hyderabad,8120,Amazon,53672,Instagram,65,Neutral,3,369,5,Car Loan,5806,9709,20566,33766,44,Invest in Mutual Funds,Gold
CUST-0632,33,Female,1481394,Hyderabad,8671,Myntra,19419,Instagram,61,Neutral,5,795,5,Home Loan,11932,13098,7644,41514,90,Increase Savings,Stocks
CUST-0633,71,Female,1173433,Mumbai,9191,Reliance Digital,32327,Instagram,81,Negative,3,637,3,Credit Card Offer,16939,4833,44387,17284,78,Increase Savings,Bonds
CUST-0634,28,Male,1340759,Kolkata,8225,Reliance Digital,55709,LinkedIn,23,Positive,1,638,1,Personal Loan,4956,13268,22527,6557,45,Consider a Loan,Gold
