business_id,business_name,industry,annual_revenue,annual_expenses,profit_margin,credit_score,loan_amount,risk_category,social_media_presence,customer_sentiment_score
BUS-01796,Business_1796,Finance,32071346.11,21508765.95,32.93,655,7467958.55,Medium,4094257,3.51
BUS-01797,Business_1797,Retail,8325742.47,5286406.1,36.51,827,550387.2,Low,614193,1.48
BUS-01798,Business_1798,Technology,25433683.25,8130870.4,68.03,527,5549948.78,Medium,2450841,1.86
BUS-01799,Business_1799,Real Estate,40139420.24,28361569.43,29.34,408,10206564.55,High,4388594,2.04
BUS-01800,Business_1800,Healthcare,17092755.1,13880664.74,18.79,390,585850.31,High,1727854,3.52
BUS-01801,Business_1801,Technology,16199838.97,1837297.83,88.66,719,3617333.96,Low,4158969,4.79
BUS-01802,Business_1802,Technology,37465300.82,763334.62,97.96,578,2828236.11,Medium,2858724,3.37
BUS-01803,Business_1803,Real Estate,11922514.46,5834373.4,51.06,742,2262920.05,Low,451908,1.82
BUS-01804,Business_1804,Technology,18228562.78,9564411.45,47.53,497,3207091.53,High,912676,4.68
BUS-01805,Business_1805,Retail,36045763.96,3526516.46,90.22,573,9941996.08,Medium,932735,4.23
BUS-01806,Business_1806,Education,9621120.37,3619856.89,62.38,394,1543585.29,High,2854373,4.74
BUS-01807,Business_1807,Finance,43673279.95,5341647.78,87.77,743,1113882.81,Low,559570,2.4
BUS-01808,Business_1808,Education,20894990.43,11346150.0,45.7,669,5119585.11,Medium,3738964,2.12
BUS-01809,Business_1809,Real Estate,38365438.23,18183008.38,52.61,403,5204302.48,High,1594917,3.43
BUS-01810,Business_1810,Finance,11313887.95,5234197.57,53.74,650,1151509.29,Medium,2599903,2.3
BUS-01811,Business_1811,Retail,9977225.69,4449483.91,55.4,692,1925744.3,Medium,291245,1.8
BUS-01812,Business_1812,Healthcare,35366849.57,30784734.38,12.96,693,9495719.42,Medium,267210,4.96
BUS-01813,Business_1813,Manufacturing,39364671.85,17602269.33,55.28,650,8209891.38,Medium,4635727,1.97
BUS-01814,Business_1814,Retail,27385995.35,2907369.27,89.38,781,513347.03,Low,1409891,2.6
BUS-01815,Business_1815,Technology,47820854.43,28289281.63,40.84,583,655523.14,Medium,4670727,4.64
BUS-01816,Business_1816,Manufacturing,35311173.77,14165692.62,59.88,563,420516.7,Medium,4019955,4.64
BUS-01817,Business_1817,Real Estate,7841217.31,2034062.06,74.06,573,383433.49,Medium,3530925,2.28
BUS-01818,Business_1818,Finance,2191499.02,1004281.5,54.17,418,451205.5,High,2970694,4.99
BUS-01819,Business_1819,Real Estate,5884439.57,616871.44,89.52,576,1457508.27,Medium,3805560,4.74
BUS-01820,Business_1820,Healthcare,45427389.41,33524895.52,26.2,587,5309256.29,Medium,4539158,2.45
BUS-01821,Business_1821,Education,38462012.25,11668658.96,69.66,630,6372357.09,Medium,8243,2.42
BUS-01822,Business_1822,Finance,2095540.3,729405.63,65.19,792,458219.38,Low,3756229,1.74
BUS-01823,Business_1823,Retail,30871210.1,13648069.04,55.79,436,2661346.03,High,1641628,2.3
BUS-01824,Business_1824,Education,14152875.03,7486862.7,47.1,708,3102771.92,Low,317194,2.08
BUS-01825,Business_1825,Retail,40940700.08,946609.9,97.69,366,1110138.64,High,958812,1.29
BUS-01826,Business_1826,Real Estate,21091104.38,18793663.9,10.89,347,5902422.23,High,2616853,3.61
BUS-01827,Business_1827,Manufacturing,3358622.77,1679068.84,50.01,772,893384.14,Low,1220395,2.42
BUS-01828,Business_1828,Finance,6577023.28,4812114.54,26.83,782,453899.08,Low,3347304,1.43
BUS-01829,Business_1829,Real Estate,31878960.22,4044097.46,87.31,511,1092428.17,Medium,4747835,2.36
BUS-01830,Business_1830,Technology,3416198.33,2377200.8,30.41,803,632757.29,Low,1599370,3.16
BUS-01831,Business_1831,Healthcare,33974602.43,22036394.99,35.14,632,1463103.23,Medium,953557,3.72
BUS-01832,Business_1832,Finance,5752566.9,4909103.93,14.66,616,85911.22,Medium,4120076,3.66
BUS-01833,Business_1833,Healthcare,15761295.17,8660696.68,45.05,703,3294360.18,Low,3342572,2.23
BUS-01834,Business_1834,Finance,45477015.48,39472805.81,13.2,443,8352139.95,High,992876,2.89
BUS-01835,Business_1835,Technology,8250648.07,5964864.94,27.7,497,1299418.39,High,4573057,1.07
BUS-01836,Business_1836,Education,46117814.9,15499569.71,66.39,830,9217065.45,Low,1379491,2.8
BUS-01837,Business_1837,Education,42011405.84,34310541.97,18.33,751,11808569.96,Low,4527736,4.69
BUS-01838,Business_1838,Finance,12633109.81,6734069.51,46.7,542,3479365.3,Medium,2734308,2.57
BUS-01839,Business_1839,Finance,36572631.86,21179587.43,42.09,493,7180775.17,High,3299113,2.89
BUS-01840,Business_1840,Education,35979697.35,8141374.45,77.37,816,2111539.43,Low,1104678,4.93
BUS-01841,Business_1841,Retail,24597111.23,11296512.16,54.07,730,5866475.21,Low,4176673,3.2
BUS-01842,Business_1842,Retail,8739290.72,4690094.43,46.33,535,23522.21,Medium,3143133,4.69
BUS-01843,Business_1843,Finance,6256529.47,3277770.96,47.61,489,890261.23,High,1079868,4.56
BUS-01844,Business_1844,Finance,45548757.59,1483183.23,96.74,448,10326612.74,High,1714387,3.57
BUS-01845,Business_1845,Real Estate,48910902.43,36103486.96,26.19,570,13035552.05,Medium,850272,4.5
BUS-01846,Business_1846,Healthcare,1351752.66,646045.91,52.21,491,358169.57,High,4131817,4.72
BUS-01847,Business_1847,Technology,46472254.97,10822569.8,76.71,367,1723749.09,High,2105932,1.99
BUS-01848,Business_1848,Education,9992139.29,7409344.21,25.85,301,2474545.57,High,4222155,2.64
BUS-01849,Business_1849,Real Estate,49247099.96,35620571.18,27.67,533,5137943.83,Medium,1042056,1.47
BUS-01850,Business_1850,Finance,5624740.22,4039669.11,28.18,357,294864.1,High,2564784,4.61
BUS-01851,Business_1851,Technology,13435387.28,4087722.96,69.57,389,1786674.63,High,226354,1.47
BUS-01852,Business_1852,Manufacturing,44051978.88,1336878.35,96.97,359,11542504.97,High,3667135,1.7
BUS-01853,Business_1853,Healthcare,35874139.77,6471927.71,81.96,526,3712337.88,Medium,425534,3.07
BUS-01854,Business_1854,Technology,20634373.17,10257107.59,50.29,619,2269916.69,Medium,4815473,1.05
BUS-01855,Business_1855,Finance,4221938.67,3574317.56,15.34,534,331102.7,Medium,2786643,4.74
BUS-01856,Business_1856,Finance,18999398.97,5616543.34,70.44,403,789974.81,High,1798179,1.94
BUS-01857,Business_1857,Manufacturing,45967729.57,36772246.32,20.0,358,5332512.99,High,835001,4.61
BUS-01858,Business_1858,Real Estate,9021370.65,3470364.96,61.53,320,1340251.62,High,1511574,3.82
BUS-01859,Business_1859,Retail,46723645.37,32746590.98,29.91,455,10165600.94,High,1683915,4.71
BUS-01860,Business_1860,Manufacturing,37376592.18,18408924.12,50.75,686,2421014.61,Medium,308848,3.7
BUS-01861,Business_1861,Manufacturing,39607005.78,35273631.9,10.94,779,6304166.51,Low,1803103,3.07
BUS-01862,Business_1862,Education,1308778.29,448400.29,65.74,371,216385.32,High,4204538,3.71
BUS-01863,Business_1863,Technology,32235927.52,28516651.77,11.54,569,6569448.65,Medium,69190,4.26
BUS-01864,Business_1864,Real Estate,49149409.26,23094300.64,53.01,336,10782010.95,High,2348576,2.72
BUS-01865,Business_1865,Technology,17034672.66,3324740.39,80.48,623,940757.1,Medium,405767,4.39
BUS-01866,Business_1866,Retail,11319322.43,9650585.38,14.74,764,172930.9,Low,4565886,4.69
BUS-01867,Business_1867,Education,21564911.77,3799730.2,82.38,674,6093058.43,Medium,2437983,2.57
BUS-01868,Business_1868,Finance,40100389.48,34043097.33,15.11,369,11534563.6,High,4781069,2.8
BUS-01869,Business_1869,Real Estate,18503821.8,3319365.7,82.06,486,2052233.87,High,3361931,1.52
BUS-01870,Business_1870,Healthcare,49727725.25,42297769.9,14.94,540,655724.77,Medium,3664924,2.59
BUS-01871,Business_1871,Technology,22883922.6,3391291.61,85.18,428,4949769.09,High,1453802,4.91
BUS-01872,Business_1872,Retail,17041132.6,2478707.94,85.45,565,1027686.27,Medium,197059,4.02
BUS-01873,Business_1873,Healthcare,583602.4,208037.83,64.35,813,16554.44,Low,926903,1.87
BUS-01874,Business_1874,Education,14834288.97,13042706.97,12.08,385,1894780.87,High,1268124,1.77
BUS-01875,Business_1875,Real Estate,20845352.78,3919945.16,81.2,841,1795285.67,Low,3082202,4.63
BUS-01876,Business_1876,Finance,42841607.31,18527601.41,56.75,485,1513478.66,High,2695839,3.97
BUS-01877,Business_1877,Technology,30143677.89,13488566.68,55.25,714,5026565.98,Low,3760765,2.31
BUS-01878,Business_1878,Real Estate,26955794.99,12915890.1,52.08,655,3075894.1,Medium,1671984,3.49
BUS-01879,Business_1879,Education,16536183.17,7916929.25,52.12,610,4649212.11,Medium,3959069,1.56
BUS-01880,Business_1880,Technology,19098100.44,11768351.21,38.38,315,734463.41,High,2076795,4.97
BUS-01881,Business_1881,Healthcare,2167683.52,280032.62,87.08,650,197015.27,Medium,777898,1.71
BUS-01882,Business_1882,Healthcare,10923915.45,2219086.64,79.69,342,2953541.1,High,293070,4.68
BUS-01883,Business_1883,Retail,11446901.63,4063450.15,64.5,724,1346828.11,Low,1690272,2.37
BUS-01884,Business_1884,Real Estate,4737083.85,3890729.43,17.87,705,1419189.45,Low,257776,2.88
BUS-01885,Business_1885,Healthcare,44746061.27,23442799.31,47.61,457,3236031.08,High,4120067,1.12
BUS-01886,Business_1886,Real Estate,30542600.37,18830657.71,38.35,316,3373776.57,High,2449948,4.91
BUS-01887,Business_1887,Healthcare,36744639.69,20962516.41,42.95,553,634132.11,Medium,753185,4.5
BUS-01888,Business_1888,Technology,13937451.67,4485947.5,67.81,777,4134022.67,Low,4289155,3.1
BUS-01889,Business_1889,Education,29190182.31,25534236.85,12.52,477,3059843.58,High,878733,1.73
BUS-01890,Business_1890,Retail,19912033.61,11755706.69,40.96,486,4806994.55,High,1411941,1.05
BUS-01891,Business_1891,Retail,12285536.99,6976894.59,43.21,623,863080.8,Medium,4887978,2.77
BUS-01892,Business_1892,Finance,28538905.11,4045146.61,85.83,538,6567460.29,Medium,20892,3.81
BUS-01893,Business_1893,Manufacturing,25704645.21,21394463.27,16.77,362,4735985.53,High,3258066,1.77
BUS-01894,Business_1894,Technology,33566083.43,8556374.14,74.51,440,8127863.37,High,4427941,2.38
BUS-01895,Business_1895,Healthcare,15042438.46,11308232.0,24.82,666,596382.01,Medium,320853,4.56
BUS-01896,Business_1896,Healthcare,10221107.83,8876024.16,13.16,630,584369.29,Medium,264680,4.31
BUS-01897,Business_1897,Education,42926755.37,36590383.12,14.76,776,9475785.31,Low,3253540,2.48
BUS-01898,Business_1898,Education,45214563.67,18564350.15,58.94,720,13397055.87,Low,4071161,2.92
BUS-01899,Business_1899,Education,44148576.72,33812498.64,23.41,666,8211987.93,Medium,2542694,3.72
BUS-01900,Business_1900,Finance,24087633.34,11036045.97,54.18,397,4750389.42,High,892287,3.56
BUS-01901,Business_1901,Finance,27124858.55,23616380.91,12.93,782,4280642.07,Low,2655969,1.31
BUS-01902,Business_1902,Retail,23898995.36,21254244.2,11.07,486,3394229.33,High,2610549,4.53
BUS-01903,Business_1903,Healthcare,37074601.05,32474858.57,12.41,359,3149286.39,High,613119,3.32
BUS-01904,Business_1904,Technology,16171918.37,3334405.24,79.38,368,701857.82,High,903403,4.31
BUS-01905,Business_1905,Education,30530309.35,27265194.66,10.69,766,5241901.35,Low,64016,2.51
BUS-01906,Business_1906,Real Estate,31505484.62,24390912.86,22.58,588,5302676.0,Medium,3555415,3.85
BUS-01907,Business_1907,Retail,11522454.15,8527699.89,25.99,725,1725510.48,Low,221311,2.91
BUS-01908,Business_1908,Education,36013753.03,2741748.03,92.39,557,514646.55,Medium,1386291,3.73
BUS-01909,Business_1909,Manufacturing,23179596.79,20227997.83,12.73,821,6683559.34,Low,4635202,4.94
BUS-01910,Business_1910,Technology,40629910.4,35023033.35,13.8,514,3375934.23,Medium,3414834,2.28
BUS-01911,Business_1911,Technology,41652878.23,13627723.42,67.28,585,7949761.88,Medium,4347493,2.82
BUS-01912,Business_1912,Education,8357939.11,5498283.57,34.21,460,906615.16,High,695919,4.94
BUS-01913,Business_1913,Finance,35818868.5,30590506.76,14.6,482,7528564.37,High,4805274,4.49
BUS-01914,Business_1914,Education,35980445.19,21549999.62,40.11,732,1195808.99,Low,3578764,3.47
BUS-01915,Business_1915,Education,5351097.73,163605.91,96.94,675,319693.45,Medium,2180910,3.42
BUS-01916,Business_1916,Technology,13688540.91,1418261.35,89.64,815,3654229.35,Low,4096497,4.52
BUS-01917,Business_1917,Manufacturing,37417487.44,6934697.73,81.47,454,5686157.84,High,2286150,3.9
BUS-01918,Business_1918,Retail,5179548.04,3045242.33,41.21,590,413980.54,Medium,4281946,3.71
BUS-01919,Business_1919,Technology,49165284.7,43824717.76,10.86,788,551692.38,Low,1221361,2.53
BUS-01920,Business_1920,Technology,27849358.57,9980631.47,64.16,378,2236148.92,High,4678104,4.56
BUS-01921,Business_1921,Education,21126769.96,3451537.02,83.66,377,1472060.93,High,4896087,4.61
BUS-01922,Business_1922,Real Estate,5060408.0,3669317.16,27.49,450,1028423.37,High,2658997,2.8
BUS-01923,Business_1923,Healthcare,15488191.93,2400093.26,84.5,336,929290.16,High,2641998,3.42
BUS-01924,Business_1924,Manufacturing,19225991.68,4052510.46,78.92,713,263502.84,Low,625526,4.16
BUS-01925,Business_1925,Real Estate,16169492.87,11899867.79,26.41,768,3211623.69,Low,2599177,2.96
BUS-01926,Business_1926,Retail,29789015.91,17597283.3,40.93,549,3842533.94,Medium,2624353,4.85
BUS-01927,Business_1927,Retail,1613111.01,682411.94,57.7,804,253013.38,Low,4223962,1.28
BUS-01928,Business_1928,Retail,49378786.81,18665084.42,62.2,411,8555258.62,High,3666378,4.42
BUS-01929,Business_1929,Real Estate,49518193.03,38192978.67,22.87,654,9601833.4,Medium,3136662,1.19
BUS-01930,Business_1930,Education,14993597.75,473092.99,96.84,542,1301286.64,Medium,1152447,2.66
BUS-01931,Business_1931,Technology,44124415.74,31242485.64,29.19,690,6104456.31,Medium,4931243,1.68
BUS-01932,Business_1932,Manufacturing,39533238.65,25639920.42,35.14,567,8601366.74,Medium,3146322,3.54
BUS-01933,Business_1933,Real Estate,8484704.21,3896965.32,54.07,842,1974955.75,Low,2354359,3.08
BUS-01934,Business_1934,Technology,36521926.97,5294726.17,85.5,767,2510520.2,Low,482882,4.88
BUS-01935,Business_1935,Real Estate,26869146.79,18135754.63,32.5,686,6884522.95,Medium,2530560,1.71
BUS-01936,Business_1936,Healthcare,39917571.78,29376058.13,26.41,418,6274027.29,High,2383385,4.8
BUS-01937,Business_1937,Education,41673576.07,16287597.26,60.92,819,6434739.47,Low,12671,1.14
BUS-01938,Business_1938,Technology,8166963.19,4320892.13,47.09,411,791329.77,High,1235278,3.88
BUS-01939,Business_1939,Healthcare,8158798.05,7138536.44,12.51,776,864164.15,Low,4687454,3.7
BUS-01940,Business_1940,Education,48266810.02,31176670.32,35.41,626,7664652.11,Medium,3466666,4.39
BUS-01941,Business_1941,Real Estate,18148027.97,11790876.74,35.03,466,3923816.21,High,404247,2.5
BUS-01942,Business_1942,Education,31396961.39,23432941.99,25.37,410,7848408.05,High,4268153,1.19
BUS-01943,Business_1943,Healthcare,4504083.09,2093363.52,53.52,683,763665.64,Medium,3301292,1.41
BUS-01944,Business_1944,Real Estate,47202520.83,4083587.36,91.35,760,966821.24,Low,4094235,1.43
BUS-01945,Business_1945,Technology,41044415.17,18896622.08,53.96,601,6442620.49,Medium,3104222,4.76
BUS-01946,Business_1946,Healthcare,42165592.43,4196508.07,90.05,675,11262721.6,Medium,1659285,2.38
BUS-01947,Business_1947,Manufacturing,15554825.44,2717875.6,82.53,497,1288610.66,High,3141853,2.29
BUS-01948,Business_1948,Finance,22834411.19,14179284.32,37.9,326,1157046.57,High,2407305,3.8
BUS-01949,Business_1949,Technology,8746843.48,3400183.15,61.13,387,1984239.12,High,889385,4.9
BUS-01950,Business_1950,Education,17815315.04,7102144.16,60.13,795,2142306.01,Low,214195,4.86
BUS-01951,Business_1951,Retail,34877118.4,19272464.16,44.74,577,5658116.33,Medium,1844968,4.81
BUS-01952,Business_1952,Education,10386992.87,3124375.06,69.92,738,3001671.23,Low,982250,3.99
BUS-01953,Business_1953,Finance,20889061.77,9284373.39,55.55,416,1913082.76,High,2403003,3.07
BUS-01954,Business_1954,Retail,38265824.21,14359020.95,62.48,448,10074397.73,High,3258964,3.86
BUS-01955,Business_1955,Technology,25582598.57,1370904.2,94.64,338,3309732.95,High,2073072,3.79
BUS-01956,Business_1956,Technology,30153592.26,24076238.06,20.15,639,988673.68,Medium,2923306,4.04
BUS-01957,Business_1957,Finance,32802452.03,15161587.51,53.78,301,6781771.19,High,4444741,1.18
BUS-01958,Business_1958,Retail,15356534.07,776899.93,94.94,713,1484737.08,Low,2171259,3.36
BUS-01959,Business_1959,Finance,45078171.48,17782800.0,60.55,669,9858711.18,Medium,2481856,1.51
BUS-01960,Business_1960,Real Estate,30020379.87,24809939.33,17.36,638,5325595.28,Medium,280940,4.5
BUS-01961,Business_1961,Retail,2065535.38,763637.44,63.03,477,32089.61,High,3041308,4.76
BUS-01962,Business_1962,Finance,11726614.25,8595125.63,26.7,452,790466.32,High,2881858,4.72
BUS-01963,Business_1963,Finance,40476004.52,19026104.7,52.99,357,6155441.97,High,1647435,1.77
BUS-01964,Business_1964,Manufacturing,42540832.02,4531393.55,89.35,724,2023794.71,Low,861416,1.92
BUS-01965,Business_1965,Manufacturing,10465139.52,258483.77,97.53,580,2387765.76,Medium,3912168,3.67
BUS-01966,Business_1966,Real Estate,9648998.45,5839897.21,39.48,746,2876342.85,Low,28271,3.78
BUS-01967,Business_1967,Real Estate,42448924.33,29835302.13,29.71,575,11391008.04,Medium,3367164,1.12
BUS-01968,Business_1968,Manufacturing,42082211.17,8318475.85,80.23,608,9155394.04,Medium,391055,4.45
BUS-01969,Business_1969,Education,47307445.82,11320532.27,76.07,371,3720572.92,High,861896,2.53
BUS-01970,Business_1970,Education,48509134.32,37084479.26,23.55,330,4646460.7,High,263354,3.23
BUS-01971,Business_1971,Healthcare,7816322.31,241952.71,96.9,627,105963.71,Medium,935068,2.61
BUS-01972,Business_1972,Healthcare,2130906.44,1198075.24,43.78,677,217382.15,Medium,3706328,4.62
BUS-01973,Business_1973,Technology,8881891.2,7906081.98,10.99,392,2512219.28,High,770705,2.02
BUS-01974,Business_1974,Finance,22255115.25,9567290.93,57.01,443,5086359.9,High,2756832,1.86
BUS-01975,Business_1975,Finance,43829498.67,4006674.65,90.86,314,3777369.72,High,3178416,4.57
BUS-01976,Business_1976,Technology,11575573.29,5198597.49,55.09,451,2171777.85,High,244814,4.33
BUS-01977,Business_1977,Finance,930732.5,530529.54,43.0,700,201422.66,Low,1078083,2.56
BUS-01978,Business_1978,Finance,25725759.88,4950789.24,80.76,629,853011.47,Medium,2960702,2.41
BUS-01979,Business_1979,Technology,45508921.38,36015417.51,20.86,412,2703799.96,High,4407003,4.46
BUS-01980,Business_1980,Finance,7665320.9,2456118.92,67.96,485,1889448.99,High,875446,1.32
BUS-01981,Business_1981,Manufacturing,45260534.11,34472150.75,23.84,739,4291676.41,Low,2000188,4.9
BUS-01982,Business_1982,Manufacturing,12038713.92,6098939.22,49.34,465,1840311.88,High,632358,1.66
BUS-01983,Business_1983,Retail,47377121.64,27275401.53,42.43,578,2380426.51,Medium,2399149,3.79
BUS-01984,Business_1984,Finance,22066075.73,18128335.28,17.85,379,1038462.74,High,2098574,1.28
BUS-01985,Business_1985,Healthcare,22265835.89,7721476.52,65.32,427,5846415.69,High,3806828,4.98
BUS-01986,Business_1986,Healthcare,13093850.64,8767240.63,33.04,302,2905714.75,High,468541,3.68
BUS-01987,Business_1987,Finance,36567079.3,31431734.91,14.04,405,2155837.2,High,3257649,2.78
BUS-01988,Business_1988,Real Estate,36765679.23,687285.02,98.13,478,3342292.68,High,2082913,1.59
BUS-01989,Business_1989,Finance,32958876.84,26696426.92,19.0,373,1005620.58,High,1391511,1.31
BUS-01990,Business_1990,Technology,45337396.72,28816640.67,36.44,648,3187534.81,Medium,3445304,3.48
BUS-01991,Business_1991,Healthcare,2544358.77,113452.08,95.54,323,447650.76,High,4751662,1.53
BUS-01992,Business_1992,Real Estate,48038892.21,24733083.9,48.51,745,9541970.92,Low,698137,1.75
BUS-01993,Business_1993,Healthcare,4467275.26,446459.32,90.01,832,1060150.14,Low,3403391,2.74
BUS-01994,Business_1994,Real Estate,7866420.51,2524058.16,67.91,673,2184044.28,Medium,1231195,2.81
BUS-01995,Business_1995,Manufacturing,18316121.61,5083676.45,72.24,660,5286662.07,Medium,4250037,1.33
BUS-01996,Business_1996,Healthcare,26857999.53,20006751.99,25.51,531,6625464.56,Medium,1825708,2.51
BUS-01997,Business_1997,Real Estate,2046198.54,1626665.6,20.5,794,266153.72,Low,3048874,2.42
BUS-01998,Business_1998,Manufacturing,39287508.03,31258091.7,20.44,543,8261139.03,Medium,672621,4.65
BUS-01999,Business_1999,Education,26063429.43,12754696.66,51.06,801,2006429.4,Low,1368598,3.96
BUS-02000,Business_2000,Finance,36400861.23,9077786.16,75.06,808,4165817.68,Low,92893,3.09
BUS-02001,Business_2001,Technology,48452962.63,5908422.19,87.81,421,5316481.58,High,2084142,3.32
BUS-02002,Business_2002,Manufacturing,48209052.1,5089727.66,89.44,844,9751884.92,Low,2206701,4.67
BUS-02003,Business_2003,Finance,39619299.08,13589721.4,65.7,630,3806109.7,Medium,3266515,1.73
BUS-02004,Business_2004,Education,49775854.21,30401727.63,38.92,763,14053532.31,Low,1482784,4.89
BUS-02005,Business_2005,Real Estate,32422841.96,272606.78,99.16,816,5664830.95,Low,526028,1.39
BUS-02006,Business_2006,Healthcare,43201371.86,35282912.05,18.33,562,2054809.25,Medium,378603,3.96
BUS-02007,Business_2007,Real Estate,12248036.35,5167549.32,57.81,310,648457.87,High,1233526,3.45
BUS-02008,Business_2008,Technology,49079647.1,23913367.23,51.28,719,3426963.26,Low,2455520,1.37
BUS-02009,Business_2009,Retail,4787856.88,2853991.07,40.39,635,1346188.77,Medium,1699593,2.02
BUS-02010,Business_2010,Education,8027670.38,6602583.78,17.75,339,1086912.07,High,3526355,1.2
BUS-02011,Business_2011,Education,5840251.44,4281409.75,26.69,621,908660.96,Medium,2754643,3.0
BUS-02012,Business_2012,Finance,35368908.03,13669265.56,61.35,631,2378330.0,Medium,2982470,4.83
BUS-02013,Business_2013,Finance,40040309.58,9266994.0,76.86,589,6282839.13,Medium,1983980,3.35
BUS-02014,Business_2014,Technology,30576004.94,13343168.34,56.36,562,279896.91,Medium,1772306,2.99
BUS-02015,Business_2015,Finance,31632186.83,12089482.0,61.78,359,7003339.61,High,2566595,3.13
BUS-02016,Business_2016,Manufacturing,46586178.17,41590996.71,10.72,795,9339253.57,Low,3936349,3.66
BUS-02017,Business_2017,Education,7139732.18,5060112.84,29.13,559,1347241.04,Medium,1586395,1.17
BUS-02018,Business_2018,Healthcare,4261798.92,3228547.33,24.24,801,36055.82,Low,3261034,2.82
BUS-02019,Business_2019,Healthcare,49955644.62,17402916.07,65.16,435,13242582.67,High,4210609,1.45
BUS-02020,Business_2020,Technology,38782629.18,2964091.54,92.36,841,7701633.75,Low,2300401,4.96
BUS-02021,Business_2021,Real Estate,41094037.2,9656430.56,76.5,648,2954516.68,Medium,1706068,4.03
BUS-02022,Business_2022,Education,44548429.65,13495994.25,69.7,637,3130067.56,Medium,4139617,1.83
BUS-02023,Business_2023,Retail,1329334.3,795222.97,40.18,344,215967.74,High,4761926,2.78
BUS-02024,Business_2024,Healthcare,29722694.28,21468472.25,27.77,409,5502817.44,High,1891054,1.93
BUS-02025,Business_2025,Finance,15684267.33,1227536.0,92.17,819,4664020.73,Low,1834789,3.66
BUS-02026,Business_2026,Education,34951087.54,30310661.14,13.28,704,5660817.06,Low,3108438,3.13
BUS-02027,Business_2027,Manufacturing,31781079.45,699485.69,97.8,417,1391720.82,High,347575,1.39
BUS-02028,Business_2028,Education,44930665.0,9556475.56,78.73,360,2968172.67,High,660397,2.46
BUS-02029,Business_2029,Finance,41713964.89,32564582.67,21.93,597,3376486.15,Medium,1334323,3.11
BUS-02030,Business_2030,Manufacturing,27373715.64,844473.0,96.92,768,3225575.27,Low,2457251,2.67
BUS-02031,Business_2031,Manufacturing,11404237.61,9154730.47,19.73,350,2698587.79,High,3617818,3.45
BUS-02032,Business_2032,Retail,5896909.85,3321341.09,43.68,359,1312608.06,High,2892501,4.48
BUS-02033,Business_2033,Real Estate,30054494.98,4550477.78,84.86,404,3251978.19,High,4027842,1.31
BUS-02034,Business_2034,Real Estate,21582145.98,10484791.45,51.42,834,818940.86,Low,4032772,4.47
BUS-02035,Business_2035,Finance,39088161.53,26758811.0,31.54,546,4677761.32,Medium,4127406,4.66
BUS-02036,Business_2036,Technology,8518880.76,3133452.38,63.22,466,1141585.41,High,2724474,2.94
BUS-02037,Business_2037,Technology,27322477.29,16193394.11,40.73,510,889821.31,Medium,4361268,4.74
BUS-02038,Business_2038,Education,10884189.43,3108626.27,71.44,430,370548.04,High,2369508,2.53
BUS-02039,Business_2039,Technology,18770733.71,9784309.98,47.87,572,1457045.01,Medium,2842893,1.7
BUS-02040,Business_2040,Healthcare,14519363.63,7319107.42,49.59,829,2188771.2,Low,1078256,4.94
BUS-02041,Business_2041,Real Estate,46002830.3,1831130.78,96.02,369,2691376.67,High,3291144,4.0
BUS-02042,Business_2042,Manufacturing,16287610.35,10169225.97,37.56,439,2765746.04,High,2328906,2.64
BUS-02043,Business_2043,Manufacturing,6092845.75,4891766.29,19.71,737,193187.45,Low,4111088,4.03
BUS-02044,Business_2044,Education,37772078.01,23913141.47,36.69,539,4035871.05,Medium,4505947,2.87
BUS-02045,Business_2045,Manufacturing,32044141.18,20733748.85,35.3,431,1457201.28,High,2779338,3.91
BUS-02046,Business_2046,Finance,49083915.86,19471982.3,60.33,676,10434582.97,Medium,4960895,2.46
BUS-02047,Business_2047,Education,12108100.94,1138491.15,90.6,685,3423421.62,Medium,2710270,4.04
BUS-02048,Business_2048,Retail,29935825.21,25859513.7,13.62,670,2951341.29,Medium,4680441,2.03
BUS-02049,Business_2049,Finance,11409125.08,379629.31,96.67,639,2711177.94,Medium,2326756,4.05
BUS-02050,Business_2050,Manufacturing,21974337.62,18454472.33,16.02,464,4939444.28,High,1606848,1.8
BUS-02051,Business_2051,Finance,10724674.73,4763555.37,55.58,395,1260782.57,High,4657164,4.54
BUS-02052,Business_2052,Education,23242455.96,2839428.92,87.78,379,5464484.6,High,1147960,4.89
BUS-02053,Business_2053,Finance,29157246.7,17641427.15,39.5,470,2509820.76,High,1382831,1.33
BUS-02054,Business_2054,Healthcare,19295602.77,8062673.02,58.21,325,2282338.93,High,752423,4.43
BUS-02055,Business_2055,Manufacturing,45404937.19,24380777.16,46.3,313,4965691.81,High,1064701,3.88
BUS-02056,Business_2056,Finance,37636282.34,10001940.39,73.42,634,2508662.78,Medium,1153553,4.96
BUS-02057,Business_2057,Education,6247202.02,3707456.49,40.65,599,1683284.93,Medium,2503876,3.18
BUS-02058,Business_2058,Manufacturing,41405923.42,22846775.28,44.82,762,4978326.19,Low,4528582,1.35
BUS-02059,Business_2059,Finance,37626209.6,21985918.85,41.57,326,10630447.76,High,4786663,3.59
BUS-02060,Business_2060,Healthcare,10275493.49,421376.32,95.9,449,2477617.72,High,4877388,2.81
BUS-02061,Business_2061,Manufacturing,1384550.91,762953.08,44.9,403,40167.55,High,1861469,2.38
BUS-02062,Business_2062,Education,36702705.32,23132878.94,36.97,491,6695753.29,High,3623983,3.06
